ticket_id,risk_score,risk_level,final_risk_prob,lr_risk_prob,nn_risk_prob,risk_explanation,is_risk_high,is_risk_medium,is_risk_low,risk_dim_compliance,risk_dim_sla,risk_dim_cost,risk_dim_quality,risk_dim_equipment,created_at,ticket_type,priority,region
TK000873,0.1521,low,0.121,0.1862,0.0291,equipment(0.60); cost(0.31),0,0,1,0.0,0,0.31039125109537236,0.0,0.6,2025-12-20 15:09:00,巡检,低,西南
TK000874,0.141,low,0.0668,0.0538,0.0161,cost(0.39); compliance(0.25),0,0,1,0.25,0,0.3922632199145678,0.0,0.0,2025-05-09 13:11:00,改造,中,华东
TK000875,0.1009,low,0.1546,0.3039,0.0514,compliance(0.25); cost(0.19),0,0,1,0.25,0,0.19197799938908533,0.0,0.0,2025-02-08 07:28:00,保养,高,华北
TK000876,0.0537,low,0.0394,0.0507,0.0159,equipment(0.20); cost(0.12),0,0,1,0.0,0,0.11869133584080171,0.0,0.2,2025-12-25 09:14:00,巡检,高,西南
TK000877,0.0676,low,0.0348,0.0337,0.0079,equipment(0.20); cost(0.19),0,0,1,0.0,0,0.1881373716414566,0.0,0.2,2025-01-04 20:30:00,改造,低,华东
TK000878,0.1568,low,0.0497,0.007,0.0007,compliance(0.50); cost(0.16),0,0,1,0.5,0,0.15891377241479843,0.0,0.0,2025-02-21 10:52:00,保养,高,华东
TK000879,0.1684,low,0.4138,0.7014,0.3365,quality(0.50); equipment(0.40); cost(0.17),0,0,1,0.0,0,0.16704758828161292,0.5,0.4,2025-09-15 19:51:00,巡检,低,华东
TK000880,0.2098,low,0.3966,0.3908,0.5624,quality(0.75); equipment(0.40); cost(0.19),0,0,1,0.0,0,0.1865300268836957,0.75,0.4,2025-05-03 08:57:00,抢修,中,华中
TK000881,0.1508,low,0.176,0.2986,0.0749,equipment(0.60); cost(0.30),0,0,1,0.0,0,0.3042125688092744,0.0,0.6,2025-09-30 14:41:00,保养,高,华东
TK000882,0.2477,low,0.1828,0.2852,0.0247,equipment(0.60); compliance(0.50); cost(0.16),0,0,1,0.5,0,0.16337692666978043,0.0,0.6,2025-03-17 17:43:00,抢修,高,华北
TK000883,0.021,low,0.0153,0.023,0.0027,cost(0.10),0,0,1,0.0,0,0.10486715652273892,0.0,0.0,2025-11-11 14:41:00,巡检,高,华北
TK000884,0.1961,low,0.3202,0.6357,0.111,equipment(0.80); compliance(0.25),0,0,1,0.25,0,0.06811499092311502,0.0,0.8,2025-10-19 08:49:00,改造,中,华南
TK000885,0.0157,low,0.0638,0.0804,0.0884,,0,0,1,0.0,0,0.07862322316134285,0.0,0.0,2025-04-23 17:20:00,抢修,低,华东
TK000886,0.2086,low,0.1062,0.1036,0.0209,equipment(0.60); cost(0.28); compliance(0.25),0,0,1,0.25,0,0.28056482721403875,0.0,0.6,2025-05-24 08:56:00,抢修,中,华北
TK000887,0.1044,low,0.1273,0.0861,0.1881,compliance(0.25); cost(0.21),0,0,1,0.25,0,0.20941259233204357,0.0,0.0,2025-12-04 13:49:00,巡检,低,华中
TK000888,0.1292,low,0.1861,0.2954,0.1255,quality(0.50); equipment(0.20); cost(0.12),0,0,1,0.0,0,0.12104713409061241,0.5,0.2,2025-05-07 08:52:00,抢修,中,华中
TK000889,0.4413,medium,0.7873,0.8963,0.9748,equipment(1.00); compliance(0.75); quality(0.50),0,1,0,0.75,0,0.14403457186135604,0.5,1.0,2025-02-28 16:53:00,改造,紧急,华南
TK000890,0.2929,low,0.3184,0.5792,0.0794,compliance(0.50); quality(0.50); cost(0.31),0,0,1,0.5,0,0.31427845699405854,0.5,0.2,2025-12-26 08:34:00,抢修,低,华北
TK000891,0.1449,low,0.1252,0.1627,0.0707,quality(0.75); cost(0.16),0,0,1,0.0,0,0.16176596047206027,0.75,0.0,2025-10-27 17:56:00,保养,低,华南
TK000892,0.3594,low,0.7193,0.8414,0.9057,equipment(0.80); compliance(0.50); cost(0.38),0,0,1,0.5,0,0.3845905493799098,0.25,0.8,2025-10-15 12:57:00,保养,高,华中
TK000893,0.2137,low,0.1708,0.2216,0.0831,compliance(0.50); quality(0.25); equipment(0.20),0,0,1,0.5,0,0.10589559142308802,0.25,0.2,2025-03-09 12:03:00,巡检,高,西北
TK000894,0.1671,low,0.118,0.1249,0.0691,quality(0.75); cost(0.27),0,0,1,0.0,0,0.27295253522369145,0.75,0.0,2025-09-28 10:08:00,保养,低,华北
TK000895,0.1136,low,0.0504,0.0455,0.0011,compliance(0.25); equipment(0.20); cost(0.11),0,0,1,0.25,0,0.10559214326978628,0.0,0.2,2025-03-28 19:59:00,巡检,中,华南
TK000896,0.0277,low,0.0276,0.0509,0.0042,cost(0.14),0,0,1,0.0,0,0.13869798556663337,0.0,0.0,2025-10-19 17:50:00,巡检,中,华北
TK000897,0.1907,low,0.1331,0.1131,0.1036,quality(0.75); equipment(0.40),0,0,1,0.0,0,0.09112566298260683,0.75,0.4,2025-11-07 17:53:00,保养,紧急,华南
TK000898,0.166,low,0.1018,0.1195,0.0292,equipment(0.60); compliance(0.25),0,0,1,0.25,0,0.06728780864197537,0.0,0.6,2025-08-17 19:39:00,抢修,高,华东
TK000899,0.3882,low,0.7583,0.9066,0.9273,quality(1.00); compliance(0.75); cost(0.25),0,0,1,0.75,0,0.25371118523042224,1.0,0.0,2025-07-31 16:18:00,保养,高,华南
TK000900,0.1138,low,0.1336,0.2062,0.0781,cost(0.26); compliance(0.25),0,0,1,0.25,0,0.2564750036259694,0.0,0.0,2025-09-30 12:28:00,抢修,紧急,华东
TK000901,0.13,low,0.1832,0.2999,0.1122,equipment(0.60); cost(0.20),0,0,1,0.0,0,0.19991877892542997,0.0,0.6,2025-07-19 12:04:00,保养,低,华北
TK000902,0.143,low,0.1677,0.2815,0.0751,equipment(0.60); quality(0.25),0,0,1,0.0,0,0.07759116530541821,0.25,0.6,2025-07-08 10:09:00,保养,高,华中
TK000903,0.054,low,0.0198,0.0092,0.0012,cost(0.27),0,0,1,0.0,0,0.2700608190761703,0.0,0.0,2025-08-07 07:01:00,巡检,低,华东
TK000904,0.1528,low,0.1579,0.2632,0.057,equipment(0.60); quality(0.25); cost(0.13),0,0,1,0.0,0,0.12650286363835095,0.25,0.6,2025-08-08 08:33:00,抢修,中,西北
TK000905,0.1411,low,0.2664,0.349,0.2912,equipment(0.40); compliance(0.25),0,0,1,0.25,0,0.09295179504645945,0.0,0.4,2025-05-29 18:17:00,改造,高,华北
TK000906,0.2003,low,0.0955,0.0919,0.0093,compliance(0.50); quality(0.25); cost(0.19),0,0,1,0.5,0,0.18923004283779166,0.25,0.0,2025-03-06 07:32:00,保养,低,西北
TK000907,0.2371,low,0.2594,0.4045,0.1333,equipment(0.80); cost(0.40); quality(0.25),0,0,1,0.0,0,0.3977711011738402,0.25,0.8,2025-07-14 19:30:00,抢修,中,华中
TK000908,0.17,low,0.0938,0.089,0.0334,compliance(0.50); equipment(0.20),0,0,1,0.5,0,0.07480960637154355,0.0,0.2,2025-07-30 16:29:00,改造,高,西北
TK000909,0.0689,low,0.0957,0.1669,0.0475,equipment(0.20); cost(0.19),0,0,1,0.0,0,0.19460251710493226,0.0,0.2,2025-08-10 09:16:00,保养,低,华北
TK000910,0.2054,low,0.3284,0.5558,0.2063,quality(0.75); cost(0.31); equipment(0.20),0,0,1,0.0,0,0.314326741173521,0.75,0.2,2025-10-04 17:29:00,抢修,低,华东
TK000911,0.2006,low,0.1038,0.1222,0.0023,compliance(0.75),0,0,1,0.75,0,0.065507888730857,0.0,0.0,2025-11-26 14:20:00,巡检,低,西南
TK000912,0.1944,low,0.2358,0.4027,0.1043,quality(0.75); cost(0.26); equipment(0.20),0,0,1,0.0,0,0.2593084012623321,0.75,0.2,2025-05-01 17:21:00,保养,高,华南
TK000913,0.2688,low,0.2649,0.2161,0.3104,equipment(0.60); compliance(0.50); quality(0.25),0,0,1,0.5,0,0.08166786738071363,0.25,0.6,2025-04-17 11:53:00,保养,中,西南
TK000914,0.1443,low,0.0503,0.0198,0.0001,compliance(0.50),0,0,1,0.5,0,0.09644590363931571,0.0,0.0,2025-02-15 13:43:00,抢修,高,西北
TK000915,0.0996,low,0.0342,0.0099,0.0024,equipment(0.40); cost(0.20),0,0,1,0.0,0,0.19779180890292003,0.0,0.4,2025-12-09 14:06:00,抢修,低,华南
TK000916,0.1096,low,0.0464,0.038,0.0007,equipment(0.60),0,0,1,0.0,0,0.09811779089782979,0.0,0.6,2025-02-03 12:18:00,保养,中,华北
TK000917,0.1041,low,0.0422,0.0252,0.0062,cost(0.37); equipment(0.20),0,0,1,0.0,0,0.37027041688139095,0.0,0.2,2025-02-15 07:36:00,抢修,低,华南
TK000918,0.0949,low,0.0458,0.0485,0.001,equipment(0.40); cost(0.17),0,0,1,0.0,0,0.17474578973836896,0.0,0.4,2025-03-27 16:40:00,巡检,紧急,西北
TK000919,0.1834,low,0.1183,0.1452,0.0357,equipment(1.00); cost(0.17),0,0,1,0.0,0,0.16684200604464772,0.0,1.0,2025-12-17 20:00:00,保养,中,华北
TK000920,0.1364,low,0.0675,0.0727,0.0033,equipment(0.40); cost(0.38),0,0,1,0.0,0,0.3820431982828011,0.0,0.4,2025-01-29 18:43:00,抢修,高,西北
TK000921,0.2078,low,0.1491,0.207,0.0408,equipment(0.60); cost(0.28); compliance(0.25),0,0,1,0.25,0,0.2767003829503829,0.0,0.6,2025-02-12 15:27:00,巡检,高,华东
TK000922,0.2518,low,0.0852,0.0242,0.0033,compliance(0.75); cost(0.32),0,0,1,0.75,0,0.32130572546893266,0.0,0.0,2025-04-03 07:00:00,巡检,高,华东
TK000923,0.075,low,0.1032,0.2103,0.0203,equipment(0.40),0,0,1,0.0,0,0.07497638125896633,0.0,0.4,2025-12-02 16:40:00,改造,中,华中
TK000924,0.077,low,0.0516,0.0462,0.0352,equipment(0.40),0,0,1,0.0,0,0.08503356213735824,0.0,0.4,2025-11-16 10:42:00,改造,中,华东
TK000925,0.1115,low,0.0585,0.0639,0.0076,compliance(0.25); equipment(0.20),0,0,1,0.25,0,0.09504793523152544,0.0,0.2,2025-10-16 12:46:00,抢修,中,西北
TK000926,0.0416,low,0.0187,0.016,0.0019,cost(0.21),0,0,1,0.0,0,0.20791167023473145,0.0,0.0,2025-05-25 17:00:00,巡检,高,西南
TK000927,0.2348,low,0.1565,0.1829,0.063,equipment(0.40); cost(0.37); compliance(0.25),0,0,1,0.25,0,0.3739364332558429,0.25,0.4,2025-02-13 14:57:00,抢修,高,西北
TK000928,0.282,low,0.3548,0.5047,0.2673,compliance(0.50); quality(0.50); cost(0.26),0,0,1,0.5,0,0.2601482338856502,0.5,0.2,2025-08-24 07:42:00,巡检,中,华中
TK000929,0.2668,low,0.2459,0.2412,0.2326,compliance(0.75); quality(0.25); equipment(0.20),0,0,1,0.75,0,0.05877675259734638,0.25,0.2,2025-05-18 16:25:00,保养,紧急,华东
TK000930,0.1967,low,0.5199,0.7154,0.6013,quality(0.50); equipment(0.40); cost(0.31),0,0,1,0.0,0,0.3085298190280208,0.5,0.4,2025-03-31 14:10:00,巡检,低,华南
TK000931,0.25,low,0.2354,0.377,0.0812,quality(0.75); compliance(0.25); cost(0.23),0,0,1,0.25,0,0.22524256485973426,0.75,0.2,2025-08-31 10:21:00,改造,低,华南
TK000932,0.0926,low,0.1383,0.2792,0.0365,compliance(0.25); cost(0.15),0,0,1,0.25,0,0.15027166521822788,0.0,0.0,2025-05-29 09:05:00,抢修,中,华北
TK000933,0.127,low,0.0968,0.1401,0.0277,cost(0.30); quality(0.25); equipment(0.20),0,0,1,0.0,0,0.29734139237457013,0.25,0.2,2025-08-14 18:13:00,巡检,中,西南
TK000934,0.3425,low,0.411,0.5965,0.2843,quality(0.75); equipment(0.60); compliance(0.50),0,0,1,0.5,0,0.07497897956448096,0.75,0.6,2025-03-28 11:13:00,保养,低,西北
TK000935,0.208,low,0.132,0.1643,0.0346,quality(0.50); equipment(0.40); cost(0.37),0,0,1,0.0,0,0.36507960342009416,0.5,0.4,2025-04-08 08:26:00,抢修,低,华东
TK000936,0.1022,low,0.0352,0.0089,0.004,equipment(0.60),0,0,1,0.0,0,0.06094680092154048,0.0,0.6,2025-07-20 07:41:00,巡检,低,华南
TK000937,0.0501,low,0.0705,0.1137,0.0449,equipment(0.20); cost(0.10),0,0,1,0.0,0,0.1002616759917927,0.0,0.2,2025-01-09 14:19:00,保养,紧急,华北
TK000938,0.0212,low,0.017,0.024,0.0064,cost(0.11),0,0,1,0.0,0,0.1059419329356871,0.0,0.0,2025-02-14 07:05:00,巡检,高,华南
TK000939,0.326,low,0.3558,0.6606,0.0766,compliance(1.00); quality(0.25); cost(0.19),0,0,1,1.0,0,0.19240083105161054,0.25,0.0,2025-09-06 20:16:00,巡检,中,西北
TK000940,0.0879,low,0.0312,0.0108,0.0029,compliance(0.25); cost(0.13),0,0,1,0.25,0,0.12695361633827373,0.0,0.0,2025-12-07 15:21:00,抢修,中,华东
TK000941,0.2075,low,0.1826,0.3079,0.036,quality(0.50); equipment(0.40); cost(0.36),0,0,1,0.0,0,0.36242103117994706,0.5,0.4,2025-02-09 08:33:00,巡检,中,华南
TK000942,0.2668,low,0.1066,0.0596,0.0163,equipment(0.60); compliance(0.50); cost(0.26),0,0,1,0.5,0,0.2588359547640713,0.0,0.6,2025-10-11 15:03:00,保养,中,华东
TK000943,0.1641,low,0.1289,0.1988,0.0288,equipment(0.40); cost(0.33); quality(0.25),0,0,1,0.0,0,0.333140484856135,0.25,0.4,2025-04-16 10:52:00,抢修,中,华南
TK000944,0.0607,low,0.0265,0.0201,0.0036,cost(0.30),0,0,1,0.0,0,0.3036172738970703,0.0,0.0,2025-12-05 09:29:00,保养,低,西南
TK000945,0.076,low,0.0251,0.0048,0.0018,equipment(0.40),0,0,1,0.0,0,0.08024691358024694,0.0,0.4,2025-07-21 17:18:00,改造,中,华北
TK000946,0.2663,low,0.2751,0.4306,0.1272,equipment(0.60); quality(0.50); compliance(0.25),0,0,1,0.25,0,0.1938994547718198,0.5,0.6,2025-09-15 18:01:00,抢修,中,西北
TK000947,0.2059,low,0.1068,0.0759,0.0529,compliance(0.50); quality(0.25); cost(0.22),0,0,1,0.5,0,0.21715216821286332,0.25,0.0,2025-07-20 15:59:00,巡检,高,西北
TK000948,0.1154,low,0.052,0.0274,0.0223,compliance(0.25); equipment(0.20); cost(0.11),0,0,1,0.25,0,0.1144153502704377,0.0,0.2,2025-07-11 13:38:00,巡检,中,华东
TK000949,0.1185,low,0.0597,0.0567,0.0124,equipment(0.60); cost(0.14),0,0,1,0.0,0,0.1426284325437267,0.0,0.6,2025-03-10 10:00:00,改造,高,华北
TK000950,0.0607,low,0.0334,0.034,0.0093,cost(0.30),0,0,1,0.0,0,0.30326899563982035,0.0,0.0,2025-02-03 07:51:00,抢修,紧急,西北
TK000951,0.4257,medium,0.7235,0.9037,0.7987,equipment(0.80); compliance(0.75); quality(0.50),0,1,0,0.75,0,0.2159579216660782,0.5,0.8,2025-12-05 08:35:00,巡检,低,西北
TK000952,0.2561,low,0.2352,0.3877,0.0647,compliance(0.50); equipment(0.40); cost(0.36),0,0,1,0.5,0,0.35565149194652235,0.0,0.4,2025-01-16 20:14:00,巡检,高,西北
TK000953,0.171,low,0.2276,0.3271,0.1765,equipment(0.60); compliance(0.25),0,0,1,0.25,0,0.09262690225449466,0.0,0.6,2025-11-03 15:15:00,巡检,低,华东
TK000954,0.1019,low,0.0448,0.0371,0.0037,cost(0.36); equipment(0.20),0,0,1,0.0,0,0.359637332681661,0.0,0.2,2025-08-23 14:53:00,保养,中,华中
TK000955,0.2021,low,0.5076,0.6655,0.6116,quality(0.50); compliance(0.25); equipment(0.20),0,0,1,0.25,0,0.17321700925427397,0.5,0.2,2025-01-16 13:24:00,抢修,中,西北
TK000956,0.243,low,0.5138,0.7355,0.5242,quality(0.50); equipment(0.40); compliance(0.25),0,0,1,0.25,0,0.22741462757296382,0.5,0.4,2025-01-01 14:40:00,抢修,中,华东
TK000957,0.3225,low,0.7966,0.9999,0.9998,cost(1.00); equipment(0.40); compliance(0.25),0,0,1,0.25,0,1.0,0.0,0.4,2025-08-05 20:56:00,巡检,高,华中
TK000958,0.0598,low,0.0245,0.0182,0.0006,equipment(0.20); cost(0.15),0,0,1,0.0,0,0.1488528941737317,0.0,0.2,2025-02-23 10:06:00,巡检,高,西南
TK000959,0.0839,low,0.0887,0.1586,0.0228,compliance(0.25); cost(0.11),0,0,1,0.25,0,0.1072491220083247,0.0,0.0,2025-03-13 10:35:00,巡检,中,华中
TK000960,0.1995,low,0.5053,0.6543,0.6184,compliance(0.50); cost(0.22); equipment(0.20),0,0,1,0.5,0,0.22244154951696904,0.0,0.2,2025-04-03 13:48:00,巡检,中,华东
TK000961,0.0934,low,0.167,0.3066,0.0906,quality(0.50),0,0,1,0.0,0,0.09204234699589009,0.5,0.0,2025-08-02 07:24:00,巡检,中,华东
TK000962,0.1039,low,0.0727,0.1156,0.003,equipment(0.40); cost(0.22),0,0,1,0.0,0,0.21963671441311905,0.0,0.4,2025-02-23 19:59:00,抢修,高,西北
TK000963,0.1338,low,0.0678,0.0577,0.0213,equipment(0.80),0,0,1,0.0,0,0.0691525923995634,0.0,0.8,2025-12-19 10:54:00,抢修,中,华南
TK000964,0.0546,low,0.0286,0.0251,0.0097,quality(0.25),0,0,1,0.0,0,0.08566146219768345,0.25,0.0,2025-05-09 14:26:00,保养,高,华南
TK000965,0.1927,low,0.1667,0.2928,0.0182,equipment(0.60); cost(0.33); quality(0.25),0,0,1,0.0,0,0.3257916408555914,0.25,0.6,2025-05-21 12:23:00,抢修,低,西南
TK000966,0.1728,low,0.0636,0.0317,0.0019,compliance(0.50); cost(0.24),0,0,1,0.5,0,0.23907222864747535,0.0,0.0,2025-01-31 15:26:00,抢修,中,西南
TK000967,0.0887,low,0.049,0.0471,0.0169,cost(0.29); equipment(0.20),0,0,1,0.0,0,0.29357751482574534,0.0,0.2,2025-05-01 10:44:00,保养,高,华东
TK000968,0.2894,low,0.1985,0.2407,0.0783,compliance(0.50); quality(0.50); equipment(0.40),0,0,1,0.5,0,0.1468308617724724,0.5,0.4,2025-02-08 19:53:00,抢修,紧急,华北
TK000969,0.1056,low,0.1116,0.1677,0.0606,quality(0.50); cost(0.15),0,0,1,0.0,0,0.15291939921426212,0.5,0.0,2025-03-17 08:27:00,巡检,低,西北
TK000970,0.1324,low,0.2136,0.431,0.0659,compliance(0.25); quality(0.25); cost(0.16),0,0,1,0.25,0,0.1620020672656437,0.25,0.0,2025-07-02 11:47:00,保养,高,西南
TK000971,0.1116,low,0.0668,0.0906,0.0047,equipment(0.40); quality(0.25),0,0,1,0.0,0,0.07073274289712417,0.25,0.4,2025-05-03 07:15:00,保养,中,华南
TK000972,0.2603,low,0.1453,0.1837,0.0083,compliance(0.50); quality(0.50); cost(0.30),0,0,1,0.5,0,0.3012932776505456,0.5,0.0,2025-12-02 10:53:00,抢修,中,西南
TK000973,0.0857,low,0.0467,0.0525,0.0076,cost(0.28); equipment(0.20),0,0,1,0.0,0,0.27862079180520205,0.0,0.2,2025-09-29 13:21:00,保养,中,华南
TK000974,0.1484,low,0.063,0.0419,0.0108,cost(0.28); compliance(0.25); equipment(0.20),0,0,1,0.25,0,0.27934058640877957,0.0,0.2,2025-03-12 13:38:00,保养,高,华中
TK000975,0.1071,low,0.0482,0.0332,0.0126,equipment(0.60),0,0,1,0.0,0,0.08527509047790616,0.0,0.6,2025-04-07 09:38:00,保养,低,华南
TK000976,0.1217,low,0.0559,0.0418,0.0136,compliance(0.25); equipment(0.20); cost(0.15),0,0,1,0.25,0,0.14624958576376368,0.0,0.2,2025-12-18 11:01:00,巡检,高,华中
TK000977,0.1341,low,0.1287,0.1743,0.0786,cost(0.33); quality(0.25); equipment(0.20),0,0,1,0.0,0,0.33298561513522484,0.25,0.2,2025-04-03 10:26:00,抢修,中,华东
TK000978,0.0852,low,0.0479,0.0319,0.032,equipment(0.40); cost(0.13),0,0,1,0.0,0,0.12617781307654508,0.0,0.4,2025-07-08 10:29:00,保养,紧急,华北
TK000979,0.0804,low,0.0887,0.1516,0.033,compliance(0.25),0,0,1,0.25,0,0.08931491751990905,0.0,0.0,2025-09-26 18:10:00,抢修,中,西北
TK000980,0.2312,low,0.5205,0.8141,0.4749,quality(0.75); cost(0.28); compliance(0.25),0,0,1,0.25,0,0.281232587141682,0.75,0.0,2025-10-28 18:44:00,抢修,中,西南
TK000981,0.0444,low,0.0523,0.0865,0.0249,cost(0.22),0,0,1,0.0,0,0.22200048858953092,0.0,0.0,2025-08-13 13:13:00,保养,高,华中
TK000982,0.2046,low,0.2041,0.2734,0.1344,cost(0.37); compliance(0.25); quality(0.25),0,0,1,0.25,0,0.3731572706693974,0.25,0.2,2025-01-28 20:18:00,巡检,中,西南
TK000983,0.1782,low,0.4156,0.6324,0.4022,equipment(0.60); quality(0.50),0,0,1,0.0,0,0.0657714014316827,0.5,0.6,2025-12-21 20:26:00,改造,高,华北
TK000984,0.0638,low,0.0212,0.0059,0.0001,cost(0.32),0,0,1,0.0,0,0.3187775093490419,0.0,0.0,2025-01-05 12:10:00,巡检,中,西南
TK000985,0.0951,low,0.0533,0.0596,0.0111,cost(0.33); equipment(0.20),0,0,1,0.0,0,0.32531966687047353,0.0,0.2,2025-10-27 10:30:00,保养,高,华北
TK000986,0.0577,low,0.0281,0.0279,0.003,equipment(0.20); cost(0.14),0,0,1,0.0,0,0.13847928781272345,0.0,0.2,2025-01-02 08:17:00,巡检,高,西南
TK000987,0.0882,low,0.0356,0.0238,0.0024,equipment(0.40); cost(0.14),0,0,1,0.0,0,0.1409825069283861,0.0,0.4,2025-10-07 08:17:00,抢修,高,西北
TK000988,0.1355,low,0.0566,0.0421,0.0035,equipment(0.80),0,0,1,0.0,0,0.07769462072631816,0.0,0.8,2025-03-15 15:07:00,抢修,中,西北
TK000989,0.117,low,0.1423,0.2592,0.0471,compliance(0.25); equipment(0.20); cost(0.12),0,0,1,0.25,0,0.12232408822212959,0.0,0.2,2025-09-20 17:06:00,抢修,高,西南
TK000990,0.1385,low,0.0777,0.0724,0.0308,equipment(0.60); cost(0.24),0,0,1,0.0,0,0.24238526605935573,0.0,0.6,2025-06-14 15:25:00,抢修,中,西北
TK000991,0.1925,low,0.3904,0.6392,0.3113,compliance(0.50); cost(0.34),0,0,1,0.5,0,0.33756174754384183,0.0,0.0,2025-04-29 11:07:00,巡检,中,西南
TK000992,0.0988,low,0.0665,0.0805,0.0249,equipment(0.40); cost(0.19),0,0,1,0.0,0,0.19422953759446648,0.0,0.4,2025-11-25 11:44:00,抢修,紧急,西北
TK000993,0.1009,low,0.0394,0.0212,0.005,equipment(0.40); cost(0.20),0,0,1,0.0,0,0.20462695609931825,0.0,0.4,2025-12-31 14:50:00,巡检,高,华南
TK000994,0.1454,low,0.2223,0.3837,0.1269,equipment(0.40); compliance(0.25); cost(0.11),0,0,1,0.25,0,0.11464001634741283,0.0,0.4,2025-10-05 20:32:00,保养,高,华东
TK000995,0.1137,low,0.0588,0.0692,0.0014,compliance(0.25); equipment(0.20); cost(0.11),0,0,1,0.25,0,0.10619638697949207,0.0,0.2,2025-07-30 18:28:00,巡检,中,华东
TK000996,0.1989,low,0.2297,0.3962,0.0897,quality(0.75); cost(0.28); equipment(0.20),0,0,1,0.0,0,0.28194327816453124,0.75,0.2,2025-06-30 11:49:00,改造,低,华中
TK000997,0.3372,low,0.2515,0.2641,0.1655,compliance(1.00); quality(0.25); equipment(0.20),0,0,1,1.0,0,0.09834427033910764,0.25,0.2,2025-01-01 18:16:00,巡检,中,西北
TK000998,0.045,low,0.0316,0.0514,0.0004,equipment(0.20),0,0,1,0.0,0,0.07513152126260414,0.0,0.2,2025-04-19 11:57:00,保养,低,华中
TK000999,0.077,low,0.033,0.0218,0.0066,cost(0.24); equipment(0.20),0,0,1,0.0,0,0.23518562674932753,0.0,0.2,2025-02-16 14:07:00,保养,高,华南
TK001000,0.0928,low,0.0764,0.1324,0.0063,equipment(0.40); cost(0.16),0,0,1,0.0,0,0.16398235619414725,0.0,0.4,2025-12-14 08:11:00,保养,紧急,西南
TK001001,0.149,low,0.2872,0.1957,0.4971,equipment(0.40); compliance(0.25); cost(0.13),0,0,1,0.25,0,0.13231931919217577,0.0,0.4,2025-08-17 15:29:00,保养,低,西北
TK001002,0.1607,low,0.4021,0.5203,0.4909,equipment(0.60); quality(0.25); cost(0.17),0,0,1,0.0,0,0.16590461258981115,0.25,0.6,2025-09-22 16:37:00,保养,紧急,华东
TK001003,0.0888,low,0.0802,0.1444,0.0085,compliance(0.25); cost(0.13),0,0,1,0.25,0,0.13148748940687038,0.0,0.0,2025-09-27 11:11:00,保养,中,华东
TK001004,0.2076,low,0.5561,0.7859,0.625,compliance(0.50); equipment(0.40); cost(0.11),0,0,1,0.5,0,0.11322202760984612,0.0,0.4,2025-06-29 19:57:00,巡检,中,华中
TK001005,0.1196,low,0.0763,0.0726,0.0429,equipment(0.40); cost(0.30),0,0,1,0.0,0,0.29777830124350657,0.0,0.4,2025-09-07 16:31:00,保养,高,华中
TK001006,0.1069,low,0.0357,0.0096,0.0007,quality(0.50); cost(0.16),0,0,1,0.0,0,0.15936025548882993,0.5,0.0,2025-04-16 15:56:00,巡检,高,华北
TK001007,0.0809,low,0.0609,0.0848,0.0199,equipment(0.40); cost(0.10),0,0,1,0.0,0,0.10428403526804497,0.0,0.4,2025-04-15 16:28:00,巡检,中,西南
TK001008,0.1588,low,0.0705,0.0646,0.0006,quality(0.50); cost(0.27); equipment(0.20),0,0,1,0.0,0,0.26884325672887777,0.5,0.2,2025-10-08 19:36:00,保养,中,华北
TK001009,0.1124,low,0.0773,0.1154,0.0092,equipment(0.40); quality(0.25),0,0,1,0.0,0,0.0742636350466257,0.25,0.4,2025-06-22 10:12:00,巡检,中,西北
TK001010,0.2785,low,0.1351,0.145,0.0023,compliance(0.75); equipment(0.40); cost(0.15),0,0,1,0.75,0,0.15493869928005533,0.0,0.4,2025-01-14 16:31:00,保养,低,西南
TK001011,0.0779,low,0.0301,0.0128,0.0063,cost(0.39),0,0,1,0.0,0,0.38967317003164814,0.0,0.0,2025-09-13 08:04:00,巡检,高,西南
TK001012,0.2636,low,0.5734,0.6182,0.7942,equipment(1.00); compliance(0.25); quality(0.25),0,0,1,0.25,0,0.06784689259300147,0.25,1.0,2025-12-24 07:22:00,抢修,高,华东
TK001013,0.0487,low,0.0233,0.0205,0.0044,cost(0.24),0,0,1,0.0,0,0.2435343733292713,0.0,0.0,2025-07-28 15:16:00,保养,中,华中
TK001014,0.2889,low,0.452,0.5538,0.4901,quality(1.00); compliance(0.50),0,0,1,0.5,0,0.06966300606407516,1.0,0.0,2025-06-16 15:28:00,抢修,高,西南
TK001015,0.1287,low,0.121,0.1921,0.0432,compliance(0.25); quality(0.25); cost(0.14),0,0,1,0.25,0,0.1433414296145077,0.25,0.0,2025-06-09 12:35:00,巡检,低,西南
TK001016,0.2485,low,0.1024,0.0684,0.0112,compliance(0.50); cost(0.28); quality(0.25),0,0,1,0.5,0,0.280094865866118,0.25,0.2,2025-09-26 18:14:00,抢修,紧急,华北
TK001017,0.0942,low,0.0336,0.0146,0.0006,cost(0.28); quality(0.25),0,0,1,0.0,0,0.283287963072553,0.25,0.0,2025-01-08 16:32:00,改造,低,华中
TK001018,0.2395,low,0.3987,0.6366,0.2973,compliance(0.50); equipment(0.40); cost(0.27),0,0,1,0.5,0,0.27255571778836885,0.0,0.4,2025-11-24 16:19:00,巡检,中,西南
TK001019,0.1069,low,0.0744,0.1007,0.0202,quality(0.50); cost(0.16),0,0,1,0.0,0,0.15964850268867048,0.5,0.0,2025-07-08 11:05:00,保养,低,华东
