ticket_id,anomaly_label,anomaly_score,anomaly_model_if,anomaly_model_lof,anomaly_reasons,created_at,ticket_type,priority,region,equipment_type,fault_category,total_cost
TK000957,0,0.4024,0,0,"[{'feature': 'total_cost', 'deviation': 11.28, 'importance': 0.0476, 'value': 11.28}, {'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-08-05 20:56:00,巡检,高,华中,变压器,电气故障,30274.03
TK000958,0,0.2596,0,0,"[{'feature': 'accept_delay', 'deviation': 1.678, 'importance': 0.0476, 'value': -1.678}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-02-23 10:06:00,巡检,高,西南,变压器,机械故障,958.2
TK000959,0,0.3832,0,0,"[{'feature': 'response_time', 'deviation': 1.91, 'importance': 0.0476, 'value': 1.91}, {'feature': 'photo_count', 'deviation': 1.649, 'importance': 0.0476, 'value': -1.649}, {'feature': 'arrival_delay', 'deviation': 1.639, 'importance': 0.0476, 'value': 1.639}]",2025-03-13 10:35:00,巡检,中,华中,电容器,过热,4481.79
TK000960,0,0.2255,0,0,"[{'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-04-03 13:48:00,巡检,中,华东,电缆,漏电,4163.12
TK000961,0,0.0979,0,0,[],2025-08-02 07:24:00,巡检,中,华东,开关柜,漏电,1480.84
TK000962,0,0.1908,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-02-23 19:59:00,抢修,高,西北,开关柜,环境损坏,395.39
TK000963,0,0.2669,0,0,"[{'feature': 'budget_limit', 'deviation': 1.547, 'importance': 0.0476, 'value': 1.547}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}, {'feature': 'arrival_delay', 'deviation': 1.528, 'importance': 0.0476, 'value': -1.528}]",2025-12-19 10:54:00,抢修,中,华南,发电机,漏电,4280.83
TK000964,0,0.1765,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-05-09 14:26:00,保养,高,华南,变压器,短路,2896.91
TK000965,0,0.4275,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'equipment_age_months', 'deviation': 1.667, 'importance': 0.0476, 'value': 1.667}]",2025-05-21 12:23:00,抢修,低,西南,发电机,机械故障,4532.44
TK000966,0,0.2619,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-01-31 15:26:00,抢修,中,西南,电缆,电气故障,932.99
TK000967,0,0.2348,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-05-01 10:44:00,保养,高,华东,配电箱,老化,3431.08
TK000968,1,0.5243,1,0,"[{'feature': 'reopen_within_days', 'deviation': 5.294, 'importance': 0.0476, 'value': 5.294}, {'feature': 'arrival_delay', 'deviation': 1.56, 'importance': 0.0476, 'value': -1.56}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-02-08 19:53:00,抢修,紧急,华北,变压器,过热,4494.86
TK000969,0,0.1846,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-03-17 08:27:00,巡检,低,西北,开关柜,环境损坏,3804.15
TK000970,0,0.3764,0,0,"[{'feature': 'accept_delay', 'deviation': 1.678, 'importance': 0.0476, 'value': -1.678}, {'feature': 'arrival_delay', 'deviation': 1.576, 'importance': 0.0476, 'value': 1.576}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-07-02 11:47:00,保养,高,西南,电缆,环境损坏,333.04
TK000971,0,0.2499,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'response_time', 'deviation': 1.61, 'importance': 0.0476, 'value': 1.61}, {'feature': 'arrival_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': 1.545}]",2025-05-03 07:15:00,保养,中,华南,配电箱,环境损坏,3817.54
TK000972,0,0.335,0,0,"[{'feature': 'response_time', 'deviation': 1.965, 'importance': 0.0476, 'value': 1.965}, {'feature': 'arrival_delay', 'deviation': 1.702, 'importance': 0.0476, 'value': 1.702}, {'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}]",2025-12-02 10:53:00,抢修,中,西南,电缆,过热,713.76
TK000973,0,0.2673,0,0,"[{'feature': 'response_time', 'deviation': 1.742, 'importance': 0.0476, 'value': -1.742}, {'feature': 'dispatch_delay', 'deviation': 1.705, 'importance': 0.0476, 'value': -1.705}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-09-29 13:21:00,保养,中,华南,电缆,机械故障,3995.15
TK000974,0,0.2422,0,0,"[{'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-03-12 13:38:00,保养,高,华中,配电箱,老化,1643.98
TK000975,0,0.275,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-04-07 09:38:00,保养,低,华南,变压器,过热,1088.36
TK000976,0,0.3847,0,0,"[{'feature': 'dispatch_delay', 'deviation': 1.699, 'importance': 0.0476, 'value': 1.699}, {'feature': 'arrival_delay', 'deviation': 1.654, 'importance': 0.0476, 'value': -1.654}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-12-18 11:01:00,巡检,高,华中,发电机,过热,2203.64
TK000977,0,0.2228,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}]",2025-04-03 10:26:00,抢修,中,华东,发电机,环境损坏,2810.81
TK000978,0,0.1276,0,0,"[{'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}]",2025-07-08 10:29:00,保养,紧急,华北,电容器,短路,2026.23
TK000979,0,0.1025,0,0,[],2025-09-26 18:10:00,抢修,中,西北,配电箱,环境损坏,663.05
TK000980,0,0.2457,0,0,"[{'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}]",2025-10-28 18:44:00,抢修,中,西南,配电箱,环境损坏,3533.14
TK000981,0,0.2595,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-08-13 13:13:00,保养,高,华中,电缆,短路,4551.39
TK000982,0,0.2569,0,0,"[{'feature': 'dispatch_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': -1.643}]",2025-01-28 20:18:00,巡检,中,西南,变压器,电气故障,2025.07
TK000983,0,0.2915,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'equipment_age_months', 'deviation': 1.638, 'importance': 0.0476, 'value': 1.638}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-12-21 20:26:00,改造,高,华北,开关柜,机械故障,2644.54
TK000984,0,0.1955,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'accept_delay', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-01-05 12:10:00,巡检,中,西南,电容器,环境损坏,2226.69
TK000985,0,0.3156,0,0,"[{'feature': 'response_time', 'deviation': 1.747, 'importance': 0.0476, 'value': 1.747}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}, {'feature': 'arrival_delay', 'deviation': 1.513, 'importance': 0.0476, 'value': 1.513}]",2025-10-27 10:30:00,保养,高,华北,开关柜,老化,2173.24
TK000986,0,0.4294,0,0,"[{'feature': 'photo_count', 'deviation': 1.641, 'importance': 0.0476, 'value': 1.641}, {'feature': 'arrival_delay', 'deviation': 1.639, 'importance': 0.0476, 'value': 1.639}, {'feature': 'dispatch_delay', 'deviation': 1.582, 'importance': 0.0476, 'value': -1.582}]",2025-01-02 08:17:00,巡检,高,西南,变压器,机械故障,1580.0
TK000987,0,0.3523,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-10-07 08:17:00,抢修,高,西北,电缆,过热,3631.23
TK000988,0,0.2805,0,0,"[{'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}, {'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-03-15 15:07:00,抢修,中,西北,发电机,环境损坏,1390.95
TK000989,0,0.2432,0,0,"[{'feature': 'response_time', 'deviation': 1.583, 'importance': 0.0476, 'value': 1.583}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-09-20 17:06:00,抢修,高,西南,变压器,漏电,806.42
TK000990,0,0.2027,0,0,"[{'feature': 'dispatch_delay', 'deviation': 1.582, 'importance': 0.0476, 'value': -1.582}, {'feature': 'equipment_age_months', 'deviation': 1.552, 'importance': 0.0476, 'value': 1.552}]",2025-06-14 15:25:00,抢修,中,西北,开关柜,机械故障,2623.3
TK000991,0,0.3346,0,0,"[{'feature': 'response_time', 'deviation': 2.183, 'importance': 0.0476, 'value': 2.183}, {'feature': 'arrival_delay', 'deviation': 1.576, 'importance': 0.0476, 'value': 1.576}, {'feature': 'dispatch_delay', 'deviation': 1.575, 'importance': 0.0476, 'value': 1.575}]",2025-04-29 11:07:00,巡检,中,西南,电缆,漏电,4265.97
TK000992,0,0.3284,0,0,"[{'feature': 'arrival_delay', 'deviation': 1.639, 'importance': 0.0476, 'value': 1.639}, {'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}, {'feature': 'response_time', 'deviation': 1.583, 'importance': 0.0476, 'value': 1.583}]",2025-11-25 11:44:00,抢修,紧急,西北,开关柜,电气故障,3251.91
TK000993,0,0.1956,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-12-31 14:50:00,巡检,高,华南,电缆,短路,3872.82
TK000994,0,0.4132,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'equipment_age_months', 'deviation': 1.609, 'importance': 0.0476, 'value': 1.609}, {'feature': 'response_time', 'deviation': 1.556, 'importance': 0.0476, 'value': 1.556}]",2025-10-05 20:32:00,保养,高,华东,配电箱,漏电,1624.26
TK000995,0,0.2933,0,0,"[{'feature': 'response_time', 'deviation': 1.583, 'importance': 0.0476, 'value': 1.583}]",2025-07-30 18:28:00,巡检,中,华东,发电机,机械故障,1707.34
TK000996,1,0.6173,1,1,"[{'feature': 'reopen_within_days', 'deviation': 3.303, 'importance': 0.0476, 'value': 3.303}, {'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}]",2025-06-30 11:49:00,改造,低,华中,发电机,过热,577.34
TK000997,0,0.243,0,0,"[{'feature': 'response_time', 'deviation': 1.692, 'importance': 0.0476, 'value': 1.692}, {'feature': 'dispatch_delay', 'deviation': 1.637, 'importance': 0.0476, 'value': 1.637}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-01-01 18:16:00,巡检,中,西北,电缆,短路,3133.87
TK000998,0,0.4004,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'photo_count', 'deviation': 1.641, 'importance': 0.0476, 'value': 1.641}, {'feature': 'budget_limit', 'deviation': 1.596, 'importance': 0.0476, 'value': -1.596}]",2025-04-19 11:57:00,保养,低,华中,电缆,机械故障,104.95
TK000999,0,0.2859,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}, {'feature': 'arrival_delay', 'deviation': 1.528, 'importance': 0.0476, 'value': -1.528}]",2025-02-16 14:07:00,保养,高,华南,电容器,机械故障,4594.05
TK001000,0,0.2869,0,0,"[{'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-12-14 08:11:00,保养,紧急,西南,发电机,短路,2029.15
TK001001,0,0.3364,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'photo_count', 'deviation': 1.641, 'importance': 0.0476, 'value': 1.641}, {'feature': 'equipment_age_months', 'deviation': 1.638, 'importance': 0.0476, 'value': 1.638}]",2025-08-17 15:29:00,保养,低,西北,变压器,环境损坏,4380.86
TK001002,0,0.4265,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'budget_limit', 'deviation': 1.527, 'importance': 0.0476, 'value': 1.527}]",2025-09-22 16:37:00,保养,紧急,华东,发电机,机械故障,4977.91
TK001003,0,0.1063,0,0,[],2025-09-27 11:11:00,保养,中,华东,电缆,环境损坏,4426.26
TK001004,0,0.1896,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-06-29 19:57:00,巡检,中,华中,发电机,电气故障,1302.41
TK001005,0,0.2048,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-09-07 16:31:00,保养,高,华中,发电机,短路,1286.96
TK001006,0,0.3342,0,0,"[{'feature': 'arrival_delay', 'deviation': 1.717, 'importance': 0.0476, 'value': -1.717}, {'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'equipment_age_months', 'deviation': 1.674, 'importance': 0.0476, 'value': -1.674}]",2025-04-16 15:56:00,巡检,高,华北,开关柜,过热,2192.63
TK001007,0,0.0894,0,0,[],2025-04-15 16:28:00,巡检,中,西南,发电机,电气故障,1393.34
TK001008,0,0.4341,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'budget_limit', 'deviation': 1.585, 'importance': 0.0476, 'value': -1.585}]",2025-10-08 19:36:00,保养,中,华北,配电箱,机械故障,160.25
TK001009,0,0.3265,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-06-22 10:12:00,巡检,中,西北,电容器,漏电,3012.61
TK001010,0,0.4204,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'photo_count', 'deviation': 1.649, 'importance': 0.0476, 'value': -1.649}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-01-14 16:31:00,保养,低,西南,电缆,过热,869.68
TK001011,0,0.1956,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-09-13 08:04:00,巡检,高,西南,配电箱,环境损坏,2355.73
TK001012,0,0.2651,0,0,"[{'feature': 'response_time', 'deviation': 1.552, 'importance': 0.0476, 'value': -1.552}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-12-24 07:22:00,抢修,高,华东,电容器,老化,2469.18
TK001013,0,0.1524,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-07-28 15:16:00,保养,中,华中,发电机,过热,4978.84
TK001014,0,0.4475,0,0,"[{'feature': 'response_time', 'deviation': 2.042, 'importance': 0.0476, 'value': -2.042}, {'feature': 'reopen_within_days', 'deviation': 1.711, 'importance': 0.0476, 'value': 1.711}, {'feature': 'arrival_delay', 'deviation': 1.654, 'importance': 0.0476, 'value': -1.654}]",2025-06-16 15:28:00,抢修,高,西南,电缆,环境损坏,3702.2
TK001015,0,0.3501,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'dispatch_delay', 'deviation': 1.699, 'importance': 0.0476, 'value': 1.699}, {'feature': 'photo_count', 'deviation': 1.641, 'importance': 0.0476, 'value': 1.641}]",2025-06-09 12:35:00,巡检,低,西南,开关柜,电气故障,1726.96
TK001016,0,0.3795,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'accept_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': 1.643}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-09-26 18:14:00,抢修,紧急,华北,配电箱,短路,5512.79
TK001017,0,0.407,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}]",2025-01-08 16:32:00,改造,低,华中,变压器,短路,595.62
TK001018,0,0.1776,0,0,"[{'feature': 'budget_limit', 'deviation': 1.519, 'importance': 0.0476, 'value': -1.519}]",2025-11-24 16:19:00,巡检,中,西南,发电机,电气故障,280.43
TK001019,0,0.3209,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'equipment_age_months', 'deviation': 1.559, 'importance': 0.0476, 'value': -1.559}]",2025-07-08 11:05:00,保养,低,华东,配电箱,环境损坏,2276.79
TK001020,0,0.4012,0,0,"[{'feature': 'reopen_within_days', 'deviation': 4.1, 'importance': 0.0476, 'value': 4.1}, {'feature': 'equipment_age_months', 'deviation': 1.753, 'importance': 0.0476, 'value': 1.753}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-06-30 12:24:00,抢修,高,华中,变压器,短路,4366.59
TK001021,0,0.1844,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-09-29 08:46:00,保养,高,华中,开关柜,短路,3988.11
TK001022,0,0.2078,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-07-26 13:32:00,抢修,低,华东,电缆,短路,3585.08
TK001023,0,0.2981,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-03-03 20:38:00,抢修,中,西北,配电箱,环境损坏,1861.45
TK001024,0,0.2652,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'equipment_age_months', 'deviation': 1.581, 'importance': 0.0476, 'value': 1.581}]",2025-10-10 17:38:00,抢修,低,华北,发电机,电气故障,2693.89
TK001025,0,0.2368,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}, {'feature': 'arrival_delay', 'deviation': 1.528, 'importance': 0.0476, 'value': -1.528}]",2025-08-03 15:05:00,保养,中,西北,变压器,漏电,1055.55
TK001026,0,0.2238,0,0,"[{'feature': 'reopen_within_days', 'deviation': 1.711, 'importance': 0.0476, 'value': 1.711}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-08-25 10:34:00,抢修,高,华南,开关柜,短路,1319.23
TK001027,0,0.2765,0,0,"[{'feature': 'arrival_delay', 'deviation': 1.654, 'importance': 0.0476, 'value': -1.654}]",2025-08-08 10:25:00,巡检,中,西南,电缆,漏电,3763.62
TK001028,0,0.4573,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'equipment_age_months', 'deviation': 1.667, 'importance': 0.0476, 'value': 1.667}, {'feature': 'total_duration', 'deviation': 1.591, 'importance': 0.0476, 'value': -1.591}]",2025-05-16 07:07:00,抢修,高,华东,配电箱,短路,1114.63
TK001029,0,0.4026,0,0,"[{'feature': 'dispatch_delay', 'deviation': 1.705, 'importance': 0.0476, 'value': -1.705}, {'feature': 'accept_delay', 'deviation': 1.678, 'importance': 0.0476, 'value': -1.678}, {'feature': 'arrival_delay', 'deviation': 1.639, 'importance': 0.0476, 'value': 1.639}]",2025-01-24 12:48:00,抢修,中,西南,发电机,过热,1240.48
TK001030,0,0.328,0,0,"[{'feature': 'budget_limit', 'deviation': 1.702, 'importance': 0.0476, 'value': 1.702}, {'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'dispatch_delay', 'deviation': 1.582, 'importance': 0.0476, 'value': -1.582}]",2025-03-28 11:37:00,抢修,高,华中,电缆,过热,4656.84
TK001031,1,0.4681,1,0,"[{'feature': 'reopen_within_days', 'deviation': 4.498, 'importance': 0.0476, 'value': 4.498}, {'feature': 'photo_count', 'deviation': 1.649, 'importance': 0.0476, 'value': -1.649}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-02-04 11:10:00,保养,高,华北,电缆,漏电,3598.39
TK001032,0,0.2329,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-02-23 10:41:00,保养,高,西北,开关柜,机械故障,2403.63
TK001033,0,0.4385,0,0,"[{'feature': 'dispatch_delay', 'deviation': 1.575, 'importance': 0.0476, 'value': 1.575}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-02-08 08:26:00,保养,高,西北,配电箱,电气故障,808.02
TK001034,0,0.223,0,0,"[{'feature': 'photo_count', 'deviation': 1.649, 'importance': 0.0476, 'value': -1.649}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-11-18 18:21:00,巡检,高,西北,电缆,短路,3785.11
TK001035,0,0.2372,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'accept_delay', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-11-24 14:34:00,巡检,低,西北,配电箱,老化,3229.76
TK001036,0,0.162,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}]",2025-06-13 07:16:00,改造,中,华南,变压器,电气故障,2866.83
TK001037,1,0.5601,1,1,"[{'feature': 'budget_limit', 'deviation': 2.089, 'importance': 0.0476, 'value': 2.089}, {'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}]",2025-11-22 08:05:00,巡检,低,华东,配电箱,电气故障,4887.67
TK001038,0,0.2978,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-06-27 07:52:00,保养,低,西南,电容器,过热,1024.28
TK001039,0,0.2415,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-11-13 18:39:00,抢修,高,西北,开关柜,电气故障,2509.31
TK001040,0,0.2193,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-05-03 17:13:00,抢修,紧急,华北,配电箱,过热,1174.84
TK001041,0,0.3484,0,0,"[{'feature': 'response_time', 'deviation': 2.069, 'importance': 0.0476, 'value': -2.069}, {'feature': 'arrival_delay', 'deviation': 1.717, 'importance': 0.0476, 'value': -1.717}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-09-23 10:30:00,巡检,高,华东,发电机,短路,465.11
TK001042,0,0.4572,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'equipment_age_months', 'deviation': 1.753, 'importance': 0.0476, 'value': 1.753}, {'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}]",2025-07-07 12:19:00,抢修,低,华东,开关柜,漏电,234.42
TK001043,0,0.2616,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-07-10 13:49:00,抢修,高,华南,变压器,老化,543.99
TK001044,0,0.2411,0,0,"[{'feature': 'equipment_age_months', 'deviation': 1.667, 'importance': 0.0476, 'value': 1.667}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-10-20 17:41:00,抢修,中,西南,变压器,过热,2298.95
TK001045,0,0.3573,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'arrival_delay', 'deviation': 1.654, 'importance': 0.0476, 'value': -1.654}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-03-08 07:52:00,巡检,高,西北,发电机,漏电,583.71
