date,material_id,site_id,stock_on_hand,daily_consumed,daily_replenished
2025-03-06,MAT0016,SITE0001,604,7,0
2025-03-07,MAT0016,SITE0001,594,10,0
2025-03-08,MAT0016,SITE0001,637,8,51
2025-03-09,MAT0016,SITE0001,622,15,0
2025-03-10,MAT0016,SITE0001,617,5,0
2025-03-11,MAT0016,SITE0001,607,10,0
2025-03-12,MAT0016,SITE0001,598,9,0
2025-03-13,MAT0016,SITE0001,590,8,0
2025-03-14,MAT0016,SITE0001,575,15,0
2025-03-15,MAT0016,SITE0001,570,5,0
2025-03-16,MAT0016,SITE0001,566,4,0
2025-03-17,MAT0016,SITE0001,558,8,0
2025-03-18,MAT0016,SITE0001,552,6,0
2025-03-19,MAT0016,SITE0001,549,3,0
2025-03-20,MAT0016,SITE0001,542,7,0
2025-03-21,MAT0016,SITE0001,577,6,41
2025-03-22,MAT0016,SITE0001,606,15,44
2025-03-23,MAT0016,SITE0001,665,12,71
2025-03-24,MAT0016,SITE0001,649,16,0
2025-03-25,MAT0016,SITE0001,719,8,78
2025-03-26,MAT0016,SITE0001,719,0,0
2025-03-27,MAT0016,SITE0001,713,6,0
2025-03-28,MAT0016,SITE0001,776,11,74
2025-03-29,MAT0016,SITE0001,772,4,0
2025-03-30,MAT0016,SITE0001,752,20,0
2025-03-31,MAT0016,SITE0001,829,0,77
2025-04-01,MAT0016,SITE0001,820,9,0
2025-04-02,MAT0016,SITE0001,803,17,0
2025-04-03,MAT0016,SITE0001,867,3,67
2025-04-04,MAT0016,SITE0001,939,9,81
2025-04-05,MAT0016,SITE0001,936,3,0
2025-04-06,MAT0016,SITE0001,924,12,0
2025-04-07,MAT0016,SITE0001,919,5,0
2025-04-08,MAT0016,SITE0001,917,2,0
2025-04-09,MAT0016,SITE0001,962,15,60
2025-04-10,MAT0016,SITE0001,958,4,0
2025-04-11,MAT0016,SITE0001,952,6,0
2025-04-12,MAT0016,SITE0001,949,3,0
2025-04-13,MAT0016,SITE0001,939,10,0
2025-04-14,MAT0016,SITE0001,935,4,0
2025-04-15,MAT0016,SITE0001,922,13,0
2025-04-16,MAT0016,SITE0001,907,15,0
2025-04-17,MAT0016,SITE0001,901,6,0
2025-04-18,MAT0016,SITE0001,898,3,0
2025-04-19,MAT0016,SITE0001,885,13,0
2025-04-20,MAT0016,SITE0001,918,14,47
2025-04-21,MAT0016,SITE0001,913,5,0
2025-04-22,MAT0016,SITE0001,903,10,0
2025-04-23,MAT0016,SITE0001,899,4,0
2025-04-24,MAT0016,SITE0001,891,8,0
2025-04-25,MAT0016,SITE0001,888,3,0
2025-04-26,MAT0016,SITE0001,869,19,0
2025-04-27,MAT0016,SITE0001,850,19,0
2025-04-28,MAT0016,SITE0001,844,6,0
2025-04-29,MAT0016,SITE0001,842,2,0
2025-04-30,MAT0016,SITE0001,831,11,0
2025-05-01,MAT0016,SITE0001,831,0,0
2025-05-02,MAT0016,SITE0001,820,11,0
2025-05-03,MAT0016,SITE0001,809,11,0
2025-05-04,MAT0016,SITE0001,802,7,0
2025-05-05,MAT0016,SITE0001,882,0,80
2025-05-06,MAT0016,SITE0001,949,2,69
2025-05-07,MAT0016,SITE0001,948,1,0
2025-05-08,MAT0016,SITE0001,943,5,0
2025-05-09,MAT0016,SITE0001,930,13,0
2025-05-10,MAT0016,SITE0001,927,3,0
2025-05-11,MAT0016,SITE0001,963,8,44
2025-05-12,MAT0016,SITE0001,995,22,54
2025-05-13,MAT0016,SITE0001,1069,7,81
2025-05-14,MAT0016,SITE0001,1054,15,0
2025-05-15,MAT0016,SITE0001,1039,15,0
2025-05-16,MAT0016,SITE0001,1033,6,0
2025-05-17,MAT0016,SITE0001,1024,9,0
2025-05-18,MAT0016,SITE0001,1006,18,0
2025-05-19,MAT0016,SITE0001,995,11,0
2025-05-20,MAT0016,SITE0001,979,16,0
2025-05-21,MAT0016,SITE0001,967,12,0
2025-05-22,MAT0016,SITE0001,961,6,0
2025-05-23,MAT0016,SITE0001,949,12,0
2025-05-24,MAT0016,SITE0001,975,13,39
2025-05-25,MAT0016,SITE0001,962,13,0
2025-05-26,MAT0016,SITE0001,1016,12,66
2025-05-27,MAT0016,SITE0001,1010,6,0
2025-05-28,MAT0016,SITE0001,1002,8,0
2025-05-29,MAT0016,SITE0001,989,13,0
2025-05-30,MAT0016,SITE0001,984,5,0
2025-05-31,MAT0016,SITE0001,972,12,0
2025-06-01,MAT0016,SITE0001,967,5,0
2025-06-02,MAT0016,SITE0001,1025,0,58
2025-06-03,MAT0016,SITE0001,1014,11,0
2025-06-04,MAT0016,SITE0001,1089,4,79
2025-06-05,MAT0016,SITE0001,1074,15,0
2025-06-06,MAT0016,SITE0001,1064,10,0
2025-06-07,MAT0016,SITE0001,1077,11,24
2025-06-08,MAT0016,SITE0001,1075,2,0
2025-06-09,MAT0016,SITE0001,1059,16,0
2025-06-10,MAT0016,SITE0001,1059,0,0
2025-06-11,MAT0016,SITE0001,1122,1,64
2025-06-12,MAT0016,SITE0001,1112,10,0
2025-06-13,MAT0016,SITE0001,1102,10,0
2025-06-14,MAT0016,SITE0001,1087,15,0
2025-06-15,MAT0016,SITE0001,1069,18,0
2025-06-16,MAT0016,SITE0001,1065,4,0
2025-06-17,MAT0016,SITE0001,1054,11,0
2025-06-18,MAT0016,SITE0001,1052,2,0
2025-06-19,MAT0016,SITE0001,1047,5,0
2025-06-20,MAT0016,SITE0001,1037,10,0
2025-06-21,MAT0016,SITE0001,1059,7,29
2025-06-22,MAT0016,SITE0001,1048,11,0
2025-06-23,MAT0016,SITE0001,1034,14,0
2025-06-24,MAT0016,SITE0001,1020,14,0
2025-06-25,MAT0016,SITE0001,1018,2,0
2025-06-26,MAT0016,SITE0001,1009,9,0
2025-06-27,MAT0016,SITE0001,993,16,0
2025-06-28,MAT0016,SITE0001,981,12,0
2025-06-29,MAT0016,SITE0001,964,17,0
2025-06-30,MAT0016,SITE0001,956,8,0
2025-07-01,MAT0016,SITE0001,950,6,0
2025-07-02,MAT0016,SITE0001,942,8,0
2025-07-03,MAT0016,SITE0001,931,11,0
2025-07-04,MAT0016,SITE0001,918,13,0
2025-07-05,MAT0016,SITE0001,912,6,0
2025-07-06,MAT0016,SITE0001,904,8,0
2025-07-07,MAT0016,SITE0001,890,14,0
2025-07-08,MAT0016,SITE0001,879,11,0
2025-07-09,MAT0016,SITE0001,865,14,0
2025-07-10,MAT0016,SITE0001,857,8,0
2025-07-11,MAT0016,SITE0001,846,11,0
2025-07-12,MAT0016,SITE0001,837,9,0
2025-07-13,MAT0016,SITE0001,827,10,0
2025-07-14,MAT0016,SITE0001,826,1,0
2025-07-15,MAT0016,SITE0001,822,4,0
2025-07-16,MAT0016,SITE0001,812,10,0
2025-07-17,MAT0016,SITE0001,794,18,0
2025-07-18,MAT0016,SITE0001,781,13,0
2025-07-19,MAT0016,SITE0001,769,12,0
2025-07-20,MAT0016,SITE0001,820,17,68
2025-07-21,MAT0016,SITE0001,898,9,87
2025-07-22,MAT0016,SITE0001,898,0,0
2025-07-23,MAT0016,SITE0001,928,17,47
2025-07-24,MAT0016,SITE0001,908,20,0
2025-07-25,MAT0016,SITE0001,891,17,0
2025-07-26,MAT0016,SITE0001,888,3,0
2025-07-27,MAT0016,SITE0001,880,8,0
2025-07-28,MAT0016,SITE0001,915,3,38
2025-07-29,MAT0016,SITE0001,900,15,0
2025-07-30,MAT0016,SITE0001,891,9,0
2025-07-31,MAT0016,SITE0001,882,9,0
2025-08-01,MAT0016,SITE0001,872,10,0
2025-08-02,MAT0016,SITE0001,927,14,69
2025-08-03,MAT0016,SITE0001,971,19,63
2025-08-04,MAT0016,SITE0001,961,10,0
2025-08-05,MAT0016,SITE0001,948,13,0
2025-08-06,MAT0016,SITE0001,940,8,0
2025-08-07,MAT0016,SITE0001,926,14,0
2025-08-08,MAT0016,SITE0001,940,12,26
2025-08-09,MAT0016,SITE0001,957,10,27
2025-08-10,MAT0016,SITE0001,940,17,0
2025-08-11,MAT0016,SITE0001,969,0,29
2025-08-12,MAT0016,SITE0001,959,10,0
2025-08-13,MAT0016,SITE0001,980,11,32
2025-08-14,MAT0016,SITE0001,975,5,0
2025-08-15,MAT0016,SITE0001,968,7,0
2025-08-16,MAT0016,SITE0001,986,11,29
2025-08-17,MAT0016,SITE0001,1018,10,42
2025-08-18,MAT0016,SITE0001,1046,12,40
2025-08-19,MAT0016,SITE0001,1040,6,0
2025-08-20,MAT0016,SITE0001,1030,10,0
2025-08-21,MAT0016,SITE0001,1021,9,0
2025-08-22,MAT0016,SITE0001,1108,11,98
2025-08-23,MAT0016,SITE0001,1104,4,0
2025-08-24,MAT0016,SITE0001,1139,16,51
2025-08-25,MAT0016,SITE0001,1130,9,0
2025-08-26,MAT0016,SITE0001,1121,9,0
2025-08-27,MAT0016,SITE0001,1113,8,0
2025-08-28,MAT0016,SITE0001,1096,17,0
2025-08-29,MAT0016,SITE0001,1163,8,75
2025-08-30,MAT0016,SITE0001,1146,17,0
2025-08-31,MAT0016,SITE0001,1140,6,0
2025-09-01,MAT0016,SITE0001,1138,2,0
2025-09-02,MAT0016,SITE0001,1128,10,0
2025-09-03,MAT0016,SITE0001,1111,17,0
2025-09-04,MAT0016,SITE0001,1101,10,0
2025-09-05,MAT0016,SITE0001,1088,13,0
2025-09-06,MAT0016,SITE0001,1079,9,0
2025-09-07,MAT0016,SITE0001,1071,8,0
2025-09-08,MAT0016,SITE0001,1060,11,0
2025-09-09,MAT0016,SITE0001,1106,10,56
2025-09-10,MAT0016,SITE0001,1184,9,87
2025-09-11,MAT0016,SITE0001,1178,6,0
2025-09-12,MAT0016,SITE0001,1168,10,0
2025-09-13,MAT0016,SITE0001,1153,15,0
2025-09-14,MAT0016,SITE0001,1140,13,0
2025-09-15,MAT0016,SITE0001,1140,0,0
2025-09-16,MAT0016,SITE0001,1130,10,0
2025-09-17,MAT0016,SITE0001,1123,7,0
2025-09-18,MAT0016,SITE0001,1117,6,0
2025-09-19,MAT0016,SITE0001,1103,14,0
2025-09-20,MAT0016,SITE0001,1091,12,0
2025-09-21,MAT0016,SITE0001,1153,15,77
2025-09-22,MAT0016,SITE0001,1144,9,0
2025-09-23,MAT0016,SITE0001,1131,13,0
2025-09-24,MAT0016,SITE0001,1121,10,0
2025-09-25,MAT0016,SITE0001,1108,13,0
2025-09-26,MAT0016,SITE0001,1102,6,0
2025-09-27,MAT0016,SITE0001,1091,11,0
2025-09-28,MAT0016,SITE0001,1079,12,0
2025-09-29,MAT0016,SITE0001,1158,11,90
2025-09-30,MAT0016,SITE0001,1150,8,0
2025-10-01,MAT0016,SITE0001,1199,9,58
2025-10-02,MAT0016,SITE0001,1190,9,0
2025-10-03,MAT0016,SITE0001,1180,10,0
2025-10-04,MAT0016,SITE0001,1169,11,0
2025-10-05,MAT0016,SITE0001,1161,8,0
2025-10-06,MAT0016,SITE0001,1153,8,0
2025-10-07,MAT0016,SITE0001,1146,7,0
2025-10-08,MAT0016,SITE0001,1143,3,0
2025-10-09,MAT0016,SITE0001,1135,8,0
2025-10-10,MAT0016,SITE0001,1143,15,23
2025-10-11,MAT0016,SITE0001,1127,16,0
2025-10-12,MAT0016,SITE0001,1137,10,20
2025-10-13,MAT0016,SITE0001,1172,6,41
2025-10-14,MAT0016,SITE0001,1163,9,0
2025-10-15,MAT0016,SITE0001,1149,14,0
2025-10-16,MAT0016,SITE0001,1142,7,0
2025-10-17,MAT0016,SITE0001,1142,0,0
2025-10-18,MAT0016,SITE0001,1213,10,81
2025-10-19,MAT0016,SITE0001,1200,13,0
2025-10-20,MAT0016,SITE0001,1199,1,0
2025-10-21,MAT0016,SITE0001,1197,2,0
2025-10-22,MAT0016,SITE0001,1234,3,40
2025-10-23,MAT0016,SITE0001,1296,17,79
2025-10-24,MAT0016,SITE0001,1330,7,41
2025-10-25,MAT0016,SITE0001,1316,14,0
2025-10-26,MAT0016,SITE0001,1340,8,32
2025-10-27,MAT0016,SITE0001,1325,15,0
2025-10-28,MAT0016,SITE0001,1368,5,48
2025-10-29,MAT0016,SITE0001,1352,16,0
2025-10-30,MAT0016,SITE0001,1429,7,84
2025-10-31,MAT0016,SITE0001,1414,15,0
2025-11-01,MAT0016,SITE0001,1405,9,0
2025-11-02,MAT0016,SITE0001,1389,16,0
2025-11-03,MAT0016,SITE0001,1389,0,0
2025-11-04,MAT0016,SITE0001,1456,15,82
2025-11-05,MAT0016,SITE0001,1448,8,0
2025-11-06,MAT0016,SITE0001,1437,11,0
2025-11-07,MAT0016,SITE0001,1416,21,0
2025-11-08,MAT0016,SITE0001,1406,10,0
2025-11-09,MAT0016,SITE0001,1391,15,0
2025-11-10,MAT0016,SITE0001,1391,0,0
2025-11-11,MAT0016,SITE0001,1391,0,0
2025-11-12,MAT0016,SITE0001,1380,11,0
2025-11-13,MAT0016,SITE0001,1373,7,0
2025-11-14,MAT0016,SITE0001,1370,3,0
2025-11-15,MAT0016,SITE0001,1362,8,0
2025-11-16,MAT0016,SITE0001,1350,12,0
2025-11-17,MAT0016,SITE0001,1337,13,0
2025-11-18,MAT0016,SITE0001,1398,3,64
2025-11-19,MAT0016,SITE0001,1382,16,0
2025-11-20,MAT0016,SITE0001,1367,15,0
2025-11-21,MAT0016,SITE0001,1358,9,0
2025-11-22,MAT0016,SITE0001,1358,0,0
2025-11-23,MAT0016,SITE0001,1341,17,0
2025-11-24,MAT0016,SITE0001,1323,18,0
2025-11-25,MAT0016,SITE0001,1316,7,0
2025-11-26,MAT0016,SITE0001,1354,15,53
2025-11-27,MAT0016,SITE0001,1445,6,97
2025-11-28,MAT0016,SITE0001,1436,9,0
2025-11-29,MAT0016,SITE0001,1424,12,0
2025-11-30,MAT0016,SITE0001,1413,11,0
2025-12-01,MAT0016,SITE0001,1406,7,0
2025-12-02,MAT0016,SITE0001,1388,18,0
2025-12-03,MAT0016,SITE0001,1382,6,0
2025-12-04,MAT0016,SITE0001,1426,5,49
2025-12-05,MAT0016,SITE0001,1411,15,0
2025-12-06,MAT0016,SITE0001,1449,2,40
2025-12-07,MAT0016,SITE0001,1445,4,0
2025-12-08,MAT0016,SITE0001,1439,6,0
2025-12-09,MAT0016,SITE0001,1438,1,0
2025-12-10,MAT0016,SITE0001,1429,9,0
2025-12-11,MAT0016,SITE0001,1416,13,0
2025-12-12,MAT0016,SITE0001,1403,13,0
2025-12-13,MAT0016,SITE0001,1397,6,0
2025-12-14,MAT0016,SITE0001,1389,8,0
2025-12-15,MAT0016,SITE0001,1377,12,0
2025-12-16,MAT0016,SITE0001,1366,11,0
2025-12-17,MAT0016,SITE0001,1351,15,0
2025-12-18,MAT0016,SITE0001,1348,3,0
2025-12-19,MAT0016,SITE0001,1341,7,0
2025-12-20,MAT0016,SITE0001,1423,10,92
2025-12-21,MAT0016,SITE0001,1419,4,0
2025-12-22,MAT0016,SITE0001,1408,11,0
2025-12-23,MAT0016,SITE0001,1400,8,0
2025-12-24,MAT0016,SITE0001,1391,9,0
2025-12-25,MAT0016,SITE0001,1377,14,0
2025-12-26,MAT0016,SITE0001,1468,3,94
2025-12-27,MAT0016,SITE0001,1461,7,0
2025-12-28,MAT0016,SITE0001,1497,14,50
2025-12-29,MAT0016,SITE0001,1487,10,0
2025-12-30,MAT0016,SITE0001,1559,14,86
2025-12-31,MAT0016,SITE0001,1629,9,79
2025-01-01,MAT0017,SITE0001,469,11,87
2025-01-02,MAT0017,SITE0001,455,14,0
2025-01-03,MAT0017,SITE0001,441,14,0
2025-01-04,MAT0017,SITE0001,441,0,0
2025-01-05,MAT0017,SITE0001,438,3,0
2025-01-06,MAT0017,SITE0001,429,9,0
2025-01-07,MAT0017,SITE0001,421,8,0
2025-01-08,MAT0017,SITE0001,502,9,90
2025-01-09,MAT0017,SITE0001,478,24,0
2025-01-10,MAT0017,SITE0001,477,1,0
2025-01-11,MAT0017,SITE0001,477,0,0
2025-01-12,MAT0017,SITE0001,464,13,0
2025-01-13,MAT0017,SITE0001,446,18,0
2025-01-14,MAT0017,SITE0001,520,9,83
2025-01-15,MAT0017,SITE0001,518,2,0
2025-01-16,MAT0017,SITE0001,508,10,0
2025-01-17,MAT0017,SITE0001,579,13,84
2025-01-18,MAT0017,SITE0001,642,0,63
2025-01-19,MAT0017,SITE0001,630,12,0
2025-01-20,MAT0017,SITE0001,622,8,0
2025-01-21,MAT0017,SITE0001,616,6,0
2025-01-22,MAT0017,SITE0001,604,12,0
2025-01-23,MAT0017,SITE0001,687,15,98
2025-01-24,MAT0017,SITE0001,675,12,0
2025-01-25,MAT0017,SITE0001,663,12,0
2025-01-26,MAT0017,SITE0001,655,8,0
2025-01-27,MAT0017,SITE0001,644,11,0
2025-01-28,MAT0017,SITE0001,642,2,0
2025-01-29,MAT0017,SITE0001,723,12,93
2025-01-30,MAT0017,SITE0001,719,4,0
2025-01-31,MAT0017,SITE0001,699,20,0
2025-02-01,MAT0017,SITE0001,692,7,0
2025-02-02,MAT0017,SITE0001,668,24,0
2025-02-03,MAT0017,SITE0001,655,13,0
2025-02-04,MAT0017,SITE0001,680,5,30
2025-02-05,MAT0017,SITE0001,677,3,0
2025-02-06,MAT0017,SITE0001,663,14,0
2025-02-07,MAT0017,SITE0001,747,8,92
2025-02-08,MAT0017,SITE0001,733,14,0
2025-02-09,MAT0017,SITE0001,721,12,0
2025-02-10,MAT0017,SITE0001,714,7,0
2025-02-11,MAT0017,SITE0001,702,12,0
2025-02-12,MAT0017,SITE0001,686,16,0
2025-02-13,MAT0017,SITE0001,682,4,0
2025-02-14,MAT0017,SITE0001,745,14,77
2025-02-15,MAT0017,SITE0001,768,18,41
2025-02-16,MAT0017,SITE0001,768,0,0
2025-02-17,MAT0017,SITE0001,768,0,0
2025-02-18,MAT0017,SITE0001,784,16,32
2025-02-19,MAT0017,SITE0001,773,11,0
2025-02-20,MAT0017,SITE0001,819,12,58
2025-02-21,MAT0017,SITE0001,798,21,0
2025-02-22,MAT0017,SITE0001,798,0,0
2025-02-23,MAT0017,SITE0001,798,0,0
2025-02-24,MAT0017,SITE0001,814,9,25
2025-02-25,MAT0017,SITE0001,837,1,24
2025-02-26,MAT0017,SITE0001,830,7,0
2025-02-27,MAT0017,SITE0001,817,13,0
2025-02-28,MAT0017,SITE0001,812,5,0
2025-03-01,MAT0017,SITE0001,808,4,0
2025-03-02,MAT0017,SITE0001,869,8,69
2025-03-03,MAT0017,SITE0001,937,11,79
2025-03-04,MAT0017,SITE0001,927,10,0
2025-03-05,MAT0017,SITE0001,969,17,59
2025-03-06,MAT0017,SITE0001,958,11,0
2025-03-07,MAT0017,SITE0001,1007,0,49
2025-03-08,MAT0017,SITE0001,991,16,0
2025-03-09,MAT0017,SITE0001,989,2,0
2025-03-10,MAT0017,SITE0001,980,9,0
2025-03-11,MAT0017,SITE0001,974,6,0
2025-03-12,MAT0017,SITE0001,963,11,0
2025-03-13,MAT0017,SITE0001,976,13,26
2025-03-14,MAT0017,SITE0001,962,14,0
2025-03-15,MAT0017,SITE0001,972,11,21
2025-03-16,MAT0017,SITE0001,955,17,0
2025-03-17,MAT0017,SITE0001,952,3,0
2025-03-18,MAT0017,SITE0001,949,3,0
2025-03-19,MAT0017,SITE0001,969,10,30
2025-03-20,MAT0017,SITE0001,961,8,0
2025-03-21,MAT0017,SITE0001,956,5,0
2025-03-22,MAT0017,SITE0001,945,11,0
2025-03-23,MAT0017,SITE0001,934,11,0
2025-03-24,MAT0017,SITE0001,926,8,0
2025-03-25,MAT0017,SITE0001,920,6,0
2025-03-26,MAT0017,SITE0001,908,12,0
2025-03-27,MAT0017,SITE0001,897,11,0
2025-03-28,MAT0017,SITE0001,884,13,0
2025-03-29,MAT0017,SITE0001,877,7,0
2025-03-30,MAT0017,SITE0001,863,14,0
2025-03-31,MAT0017,SITE0001,878,11,26
2025-04-01,MAT0017,SITE0001,873,5,0
2025-04-02,MAT0017,SITE0001,868,5,0
2025-04-03,MAT0017,SITE0001,858,10,0
2025-04-04,MAT0017,SITE0001,849,9,0
2025-04-05,MAT0017,SITE0001,908,11,70
2025-04-06,MAT0017,SITE0001,977,7,76
2025-04-07,MAT0017,SITE0001,967,10,0
2025-04-08,MAT0017,SITE0001,952,15,0
2025-04-09,MAT0017,SITE0001,942,10,0
2025-04-10,MAT0017,SITE0001,933,9,0
2025-04-11,MAT0017,SITE0001,924,9,0
2025-04-12,MAT0017,SITE0001,913,11,0
2025-04-13,MAT0017,SITE0001,898,15,0
2025-04-14,MAT0017,SITE0001,892,6,0
2025-04-15,MAT0017,SITE0001,987,4,99
2025-04-16,MAT0017,SITE0001,969,18,0
2025-04-17,MAT0017,SITE0001,960,9,0
2025-04-18,MAT0017,SITE0001,959,1,0
2025-04-19,MAT0017,SITE0001,1026,2,69
2025-04-20,MAT0017,SITE0001,1013,13,0
2025-04-21,MAT0017,SITE0001,1009,4,0
2025-04-22,MAT0017,SITE0001,1003,6,0
2025-04-23,MAT0017,SITE0001,993,10,0
2025-04-24,MAT0017,SITE0001,991,2,0
2025-04-25,MAT0017,SITE0001,980,11,0
2025-04-26,MAT0017,SITE0001,973,7,0
2025-04-27,MAT0017,SITE0001,961,12,0
2025-04-28,MAT0017,SITE0001,1015,6,60
2025-04-29,MAT0017,SITE0001,1008,7,0
2025-04-30,MAT0017,SITE0001,1104,0,96
2025-05-01,MAT0017,SITE0001,1097,7,0
2025-05-02,MAT0017,SITE0001,1137,12,52
2025-05-03,MAT0017,SITE0001,1122,15,0
2025-05-04,MAT0017,SITE0001,1196,10,84
2025-05-05,MAT0017,SITE0001,1189,7,0
2025-05-06,MAT0017,SITE0001,1182,7,0
2025-05-07,MAT0017,SITE0001,1172,10,0
2025-05-08,MAT0017,SITE0001,1172,0,0
2025-05-09,MAT0017,SITE0001,1161,11,0
2025-05-10,MAT0017,SITE0001,1150,11,0
2025-05-11,MAT0017,SITE0001,1134,16,0
2025-05-12,MAT0017,SITE0001,1209,8,83
2025-05-13,MAT0017,SITE0001,1203,6,0
2025-05-14,MAT0017,SITE0001,1258,7,62
2025-05-15,MAT0017,SITE0001,1253,5,0
2025-05-16,MAT0017,SITE0001,1248,5,0
2025-05-17,MAT0017,SITE0001,1237,11,0
2025-05-18,MAT0017,SITE0001,1230,7,0
2025-05-19,MAT0017,SITE0001,1267,10,47
2025-05-20,MAT0017,SITE0001,1261,6,0
2025-05-21,MAT0017,SITE0001,1255,6,0
2025-05-22,MAT0017,SITE0001,1242,13,0
2025-05-23,MAT0017,SITE0001,1229,13,0
2025-05-24,MAT0017,SITE0001,1220,9,0
2025-05-25,MAT0017,SITE0001,1207,13,0
2025-05-26,MAT0017,SITE0001,1203,4,0
2025-05-27,MAT0017,SITE0001,1187,16,0
2025-05-28,MAT0017,SITE0001,1277,7,97
2025-05-29,MAT0017,SITE0001,1286,16,25
2025-05-30,MAT0017,SITE0001,1276,10,0
2025-05-31,MAT0017,SITE0001,1270,6,0
2025-06-01,MAT0017,SITE0001,1317,13,60
2025-06-02,MAT0017,SITE0001,1317,0,0
2025-06-03,MAT0017,SITE0001,1356,20,59
2025-06-04,MAT0017,SITE0001,1386,7,37
2025-06-05,MAT0017,SITE0001,1378,8,0
2025-06-06,MAT0017,SITE0001,1370,8,0
2025-06-07,MAT0017,SITE0001,1357,13,0
2025-06-08,MAT0017,SITE0001,1418,10,71
2025-06-09,MAT0017,SITE0001,1455,7,44
2025-06-10,MAT0017,SITE0001,1439,16,0
2025-06-11,MAT0017,SITE0001,1434,5,0
2025-06-12,MAT0017,SITE0001,1497,0,63
2025-06-13,MAT0017,SITE0001,1483,14,0
2025-06-14,MAT0017,SITE0001,1522,8,47
2025-06-15,MAT0017,SITE0001,1513,9,0
2025-06-16,MAT0017,SITE0001,1504,9,0
2025-06-17,MAT0017,SITE0001,1490,14,0
2025-06-18,MAT0017,SITE0001,1475,15,0
2025-06-19,MAT0017,SITE0001,1474,1,0
2025-06-20,MAT0017,SITE0001,1465,9,0
2025-06-21,MAT0017,SITE0001,1454,11,0
2025-06-22,MAT0017,SITE0001,1451,3,0
2025-06-23,MAT0017,SITE0001,1510,11,70
2025-06-24,MAT0017,SITE0001,1497,13,0
2025-06-25,MAT0017,SITE0001,1491,6,0
2025-06-26,MAT0017,SITE0001,1475,16,0
2025-06-27,MAT0017,SITE0001,1466,9,0
2025-06-28,MAT0017,SITE0001,1455,11,0
2025-06-29,MAT0017,SITE0001,1445,10,0
2025-06-30,MAT0017,SITE0001,1427,18,0
2025-07-01,MAT0017,SITE0001,1419,8,0
2025-07-02,MAT0017,SITE0001,1405,14,0
2025-07-03,MAT0017,SITE0001,1393,12,0
2025-07-04,MAT0017,SITE0001,1405,14,26
2025-07-05,MAT0017,SITE0001,1393,12,0
2025-07-06,MAT0017,SITE0001,1385,8,0
2025-07-07,MAT0017,SITE0001,1378,7,0
2025-07-08,MAT0017,SITE0001,1366,12,0
2025-07-09,MAT0017,SITE0001,1365,1,0
2025-07-10,MAT0017,SITE0001,1411,10,56
2025-07-11,MAT0017,SITE0001,1395,16,0
2025-07-12,MAT0017,SITE0001,1454,7,66
2025-07-13,MAT0017,SITE0001,1440,14,0
2025-07-14,MAT0017,SITE0001,1433,7,0
2025-07-15,MAT0017,SITE0001,1494,14,75
2025-07-16,MAT0017,SITE0001,1484,10,0
2025-07-17,MAT0017,SITE0001,1477,7,0
2025-07-18,MAT0017,SITE0001,1472,5,0
2025-07-19,MAT0017,SITE0001,1456,16,0
2025-07-20,MAT0017,SITE0001,1452,4,0
2025-07-21,MAT0017,SITE0001,1438,14,0
2025-07-22,MAT0017,SITE0001,1426,12,0
2025-07-23,MAT0017,SITE0001,1419,7,0
2025-07-24,MAT0017,SITE0001,1414,5,0
2025-07-25,MAT0017,SITE0001,1443,14,43
2025-07-26,MAT0017,SITE0001,1468,1,26
2025-07-27,MAT0017,SITE0001,1453,15,0
2025-07-28,MAT0017,SITE0001,1446,7,0
2025-07-29,MAT0017,SITE0001,1446,0,0
2025-07-30,MAT0017,SITE0001,1439,7,0
2025-07-31,MAT0017,SITE0001,1427,12,0
2025-08-01,MAT0017,SITE0001,1415,12,0
2025-08-02,MAT0017,SITE0001,1406,9,0
2025-08-03,MAT0017,SITE0001,1396,10,0
2025-08-04,MAT0017,SITE0001,1412,9,25
2025-08-05,MAT0017,SITE0001,1402,10,0
2025-08-06,MAT0017,SITE0001,1395,7,0
2025-08-07,MAT0017,SITE0001,1387,8,0
2025-08-08,MAT0017,SITE0001,1458,5,76
2025-08-09,MAT0017,SITE0001,1442,16,0
2025-08-10,MAT0017,SITE0001,1436,6,0
2025-08-11,MAT0017,SITE0001,1422,14,0
2025-08-12,MAT0017,SITE0001,1412,10,0
2025-08-13,MAT0017,SITE0001,1477,9,74
2025-08-14,MAT0017,SITE0001,1464,13,0
2025-08-15,MAT0017,SITE0001,1454,10,0
2025-08-16,MAT0017,SITE0001,1442,12,0
2025-08-17,MAT0017,SITE0001,1537,0,95
2025-08-18,MAT0017,SITE0001,1569,8,40
2025-08-19,MAT0017,SITE0001,1566,3,0
2025-08-20,MAT0017,SITE0001,1580,9,23
2025-08-21,MAT0017,SITE0001,1593,13,26
2025-08-22,MAT0017,SITE0001,1601,13,21
2025-08-23,MAT0017,SITE0001,1593,8,0
2025-08-24,MAT0017,SITE0001,1654,10,71
2025-08-25,MAT0017,SITE0001,1698,17,61
2025-08-26,MAT0017,SITE0001,1741,5,48
2025-08-27,MAT0017,SITE0001,1733,8,0
2025-08-28,MAT0017,SITE0001,1719,14,0
2025-08-29,MAT0017,SITE0001,1713,6,0
2025-08-30,MAT0017,SITE0001,1700,13,0
2025-08-31,MAT0017,SITE0001,1687,13,0
2025-09-01,MAT0017,SITE0001,1677,10,0
2025-09-02,MAT0017,SITE0001,1675,2,0
