ticket_id,created_at,ticket_type,priority,sla_minutes,region,site_id,equipment_id,equipment_type,equipment_model,fault_category,fault_subcategory,fault_description,severity,equipment_age_months,last_fault_at,dispatched_at,accepted_at,arrived_at,repair_started_at,repair_finished_at,inspected_at,accepted_by_customer_at,closed_at,status_history,technician_id,team_id,technician_level,technician_workload_today,total_cost,budget_limit,is_warranty,photo_count,report_uploaded,customer_signature,attachment_count,photo_taken_at,is_reopened,reopen_within_days,customer_complaint,customer_satisfaction,qc_audit_result
TK001630,2025-12-19 18:46:00,巡检,中,480,华北,SITE0009,EQ00175,配电箱,Model-C163,机械故障,机械故障-1,配电箱出现机械故障问题,严重,5,2025-09-11 18:46:00,2025-12-19 19:31:00,2025-12-19 19:48:00,2025-12-19 21:45:00,2025-12-19 21:50:00,2025-12-19 23:01:00,2025-12-19 23:13:00,2025-12-20 00:06:00,2025-12-20 00:16:00,"[{'ts': '2025-12-19T18:46:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-12-19T19:31:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0008'}, {'ts': '2025-12-19T21:45:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0006'}, {'ts': '2025-12-19T23:01:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0019'}, {'ts': '2025-12-20T00:16:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0004,TEAM02,中,3,693.85,854.74,False,12,True,True,1,['2025-12-19T18:46:00'],False,,False,3.0,合规
TK001631,2025-10-04 12:59:00,保养,中,480,华东,SITE0010,EQ00048,电容器,Model-F985,短路,短路-2,电容器出现短路问题,一般,22,,2025-10-04 13:12:00,2025-10-04 13:20:00,2025-10-04 15:01:00,2025-10-04 15:31:00,2025-10-04 18:08:00,,,2025-10-04 20:01:00,"[{'ts': '2025-10-04T12:59:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-10-04T13:12:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0018'}, {'ts': '2025-10-04T15:01:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0003'}, {'ts': '2025-10-04T18:08:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0010'}, {'ts': '2025-10-04T20:01:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0020,TEAM03,高,2,3038.6,5144.32,False,4,False,True,9,['2025-10-04T12:59:00'],False,,False,1.0,待审
TK001632,2025-11-16 20:36:00,巡检,中,480,西南,SITE0028,EQ00023,电容器,Model-A516,老化,老化-3,电容器出现老化问题,一般,85,,2025-11-16 20:47:00,2025-11-16 21:11:00,2025-11-16 23:05:00,2025-11-16 23:33:00,2025-11-17 05:28:00,,2025-11-17 07:18:00,2025-11-17 07:27:00,"[{'ts': '2025-11-16T20:36:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-11-16T20:47:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0018'}, {'ts': '2025-11-16T23:05:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0017'}, {'ts': '2025-11-17T05:28:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0005'}, {'ts': '2025-11-17T07:27:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0001,TEAM01,持证,4,3684.92,6152.73,False,1,True,True,0,['2025-11-16T20:36:00'],False,,True,2.0,不合规
TK001633,2025-11-20 09:45:00,巡检,中,480,华北,SITE0005,EQ00166,配电箱,Model-F119,电气故障,电气故障-1,配电箱出现电气故障问题,一般,26,,2025-11-20 10:29:00,2025-11-20 10:48:00,2025-11-20 11:14:00,2025-11-20 11:39:00,2025-11-20 15:10:00,2025-11-20 15:26:00,,2025-11-20 16:53:00,"[{'ts': '2025-11-20T09:45:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-11-20T10:29:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0020'}, {'ts': '2025-11-20T11:14:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0010'}, {'ts': '2025-11-20T15:10:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0009'}, {'ts': '2025-11-20T16:53:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0015,TEAM02,初,6,1645.48,2214.06,False,14,True,True,6,['2025-11-20T09:45:00'],False,,True,,待审
TK001634,2025-04-14 10:41:00,保养,高,240,西北,SITE0019,EQ00117,变压器,Model-C802,老化,老化-1,变压器出现老化问题,一般,2,2025-01-02 10:41:00,2025-04-14 11:11:00,2025-04-14 11:33:00,2025-04-14 12:37:00,2025-04-14 12:59:00,2025-04-14 20:42:00,2025-04-14 21:12:00,2025-04-14 21:48:00,2025-04-14 21:57:00,"[{'ts': '2025-04-14T10:41:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-04-14T11:11:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0013'}, {'ts': '2025-04-14T12:37:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0017'}, {'ts': '2025-04-14T20:42:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0009'}, {'ts': '2025-04-14T21:57:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0006,TEAM03,初,5,2914.38,5127.41,True,4,True,True,5,['2025-04-14T10:41:00'],False,,False,1.0,合规
TK001635,2025-09-23 08:39:00,保养,中,480,华北,SITE0011,EQ00166,配电箱,Model-B121,机械故障,机械故障-5,配电箱出现机械故障问题,一般,90,2025-04-08 08:39:00,2025-09-23 09:12:00,2025-09-23 09:34:00,2025-09-23 09:52:00,2025-09-23 10:12:00,2025-09-23 12:56:00,,2025-09-23 12:51:00,2025-09-23 13:10:00,"[{'ts': '2025-09-23T08:39:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-09-23T09:12:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0007'}, {'ts': '2025-09-23T09:52:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0018'}, {'ts': '2025-09-23T12:56:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0010'}, {'ts': '2025-09-23T13:10:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0017,TEAM05,中,4,3418.31,5778.29,False,3,True,True,1,['2025-09-23T08:39:00'],False,,False,4.0,待审
TK001636,2025-04-18 08:03:00,改造,高,240,华东,SITE0017,EQ00088,配电箱,Model-F816,短路,短路-5,配电箱出现短路问题,严重,46,,2025-04-18 08:33:00,2025-04-18 08:46:00,2025-04-18 09:39:00,2025-04-18 10:00:00,2025-04-18 15:34:00,,,2025-04-18 15:45:00,"[{'ts': '2025-04-18T08:03:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-04-18T08:33:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0009'}, {'ts': '2025-04-18T09:39:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0010'}, {'ts': '2025-04-18T15:34:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0010'}, {'ts': '2025-04-18T15:45:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0001,TEAM05,持证,6,4057.55,5704.84,False,11,True,False,4,['2025-04-18T08:03:00'],False,,False,5.0,待审
TK001637,2025-05-24 12:23:00,抢修,中,480,华南,SITE0025,EQ00135,开关柜,Model-C729,过热,过热-3,开关柜出现过热问题,轻微,103,,2025-05-24 12:56:00,2025-05-24 13:23:00,2025-05-24 14:46:00,2025-05-24 15:00:00,2025-05-24 22:36:00,,2025-05-24 23:46:00,2025-05-25 00:00:00,"[{'ts': '2025-05-24T12:23:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-05-24T12:56:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0014'}, {'ts': '2025-05-24T14:46:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0008'}, {'ts': '2025-05-24T22:36:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0001'}, {'ts': '2025-05-25T00:00:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0015,TEAM05,持证,7,1259.3,1935.33,True,16,False,False,4,['2025-05-24T12:23:00'],False,,False,5.0,待审
TK001638,2025-12-30 11:04:00,保养,高,240,西南,SITE0027,EQ00044,发电机,Model-A796,电气故障,电气故障-3,发电机出现电气故障问题,轻微,1,2025-05-26 11:04:00,2025-12-30 11:55:00,2025-12-30 12:10:00,2025-12-30 13:52:00,2025-12-30 14:15:00,2025-12-30 21:43:00,,,2025-12-30 23:30:00,"[{'ts': '2025-12-30T11:04:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-12-30T11:55:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0014'}, {'ts': '2025-12-30T13:52:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0008'}, {'ts': '2025-12-30T21:43:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0001'}, {'ts': '2025-12-30T23:30:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0007,TEAM03,持证,1,2996.25,5132.11,False,7,False,False,6,['2025-12-30T11:04:00'],False,,True,5.0,合规
TK001639,2025-02-10 12:25:00,保养,紧急,60,西北,SITE0029,EQ00162,电缆,Model-F502,环境损坏,环境损坏-1,电缆出现环境损坏问题,轻微,42,2024-10-27 12:25:00,2025-02-10 13:15:00,2025-02-10 13:32:00,2025-02-10 14:54:00,2025-02-10 15:01:00,2025-02-10 17:47:00,,,2025-02-10 18:30:00,"[{'ts': '2025-02-10T12:25:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-02-10T13:15:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0015'}, {'ts': '2025-02-10T14:54:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0009'}, {'ts': '2025-02-10T17:47:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0004'}, {'ts': '2025-02-10T18:30:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0012,TEAM04,中,7,7481.91,10011.87,False,4,True,True,10,['2025-02-10T12:25:00'],False,,False,,合规
TK001640,2025-06-11 14:25:00,巡检,中,480,华南,SITE0013,EQ00092,电缆,Model-D290,机械故障,机械故障-5,电缆出现机械故障问题,一般,57,,2025-06-11 14:37:00,2025-06-11 14:44:00,2025-06-11 15:01:00,2025-06-11 15:24:00,2025-06-11 19:20:00,2025-06-11 19:40:00,2025-06-11 21:01:00,2025-06-11 21:15:00,"[{'ts': '2025-06-11T14:25:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-06-11T14:37:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0011'}, {'ts': '2025-06-11T15:01:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0003'}, {'ts': '2025-06-11T19:20:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0012'}, {'ts': '2025-06-11T21:15:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0015,TEAM04,中,5,4438.31,5452.79,True,20,True,True,4,['2025-06-11T14:25:00'],False,,False,5.0,待审
TK001641,2025-02-05 14:47:00,抢修,中,480,华中,SITE0024,EQ00015,变压器,Model-E966,过热,过热-3,变压器出现过热问题,轻微,68,,2025-02-05 15:19:00,2025-02-05 15:39:00,2025-02-05 16:38:00,2025-02-05 17:04:00,2025-02-05 23:59:00,2025-02-06 00:21:00,,2025-02-06 00:14:00,"[{'ts': '2025-02-05T14:47:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-02-05T15:19:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0002'}, {'ts': '2025-02-05T16:38:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0013'}, {'ts': '2025-02-05T23:59:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0004'}, {'ts': '2025-02-06T00:14:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0016,TEAM04,持证,1,279.07,371.1,False,3,True,True,10,['2025-02-05T14:47:00'],False,,False,,不合规
TK001642,2025-09-25 17:23:00,保养,低,1440,华北,SITE0014,EQ00007,开关柜,Model-B609,环境损坏,环境损坏-4,开关柜出现环境损坏问题,一般,112,,2025-09-25 17:40:00,2025-09-25 18:06:00,2025-09-25 18:37:00,2025-09-25 18:51:00,2025-09-26 02:42:00,,,2025-09-26 03:08:00,"[{'ts': '2025-09-25T17:23:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-09-25T17:40:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0013'}, {'ts': '2025-09-25T18:37:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0002'}, {'ts': '2025-09-26T02:42:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0016'}, {'ts': '2025-09-26T03:08:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0007,TEAM04,高,6,582.6,894.39,False,2,True,True,5,['2025-09-25T17:23:00'],False,,False,4.0,合规
TK001643,2025-12-31 14:26:00,抢修,高,240,西北,SITE0014,EQ00106,电缆,Model-F288,电气故障,电气故障-4,电缆出现电气故障问题,轻微,60,2025-07-20 14:26:00,2025-12-31 15:11:00,2025-12-31 15:19:00,2025-12-31 16:22:00,2025-12-31 16:27:00,2025-12-31 18:57:00,2025-12-31 19:27:00,2025-12-31 19:20:00,2025-12-31 19:27:00,"[{'ts': '2025-12-31T14:26:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-12-31T15:11:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0014'}, {'ts': '2025-12-31T16:22:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0009'}, {'ts': '2025-12-31T18:57:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0018'}, {'ts': '2025-12-31T19:27:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0001,TEAM05,初,6,3731.04,4436.3,False,18,True,False,5,['2025-12-31T14:26:00'],False,,True,,合规
TK001644,2025-11-27 14:32:00,保养,低,1440,华南,SITE0007,EQ00133,配电箱,Model-E660,环境损坏,环境损坏-5,配电箱出现环境损坏问题,严重,1,,2025-11-27 14:51:00,2025-11-27 15:16:00,2025-11-27 15:56:00,2025-11-27 16:04:00,2025-11-27 22:47:00,2025-11-27 23:15:00,2025-11-27 23:34:00,2025-11-27 23:41:00,"[{'ts': '2025-11-27T14:32:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-11-27T14:51:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0013'}, {'ts': '2025-11-27T15:56:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0006'}, {'ts': '2025-11-27T22:47:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0010'}, {'ts': '2025-11-27T23:41:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0002,TEAM02,中,1,1047.03,1333.82,False,1,True,True,9,['2025-11-27T14:32:00'],False,,False,3.0,合规
TK001645,2025-10-05 20:58:00,巡检,低,1440,西南,SITE0013,EQ00055,发电机,Model-E675,电气故障,电气故障-1,发电机出现电气故障问题,一般,3,,2025-10-05 21:19:00,2025-10-05 21:25:00,2025-10-05 23:18:00,2025-10-05 23:47:00,2025-10-06 02:38:00,2025-10-06 03:03:00,2025-10-06 03:09:00,2025-10-06 03:22:00,"[{'ts': '2025-10-05T20:58:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-10-05T21:19:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0010'}, {'ts': '2025-10-05T23:18:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0017'}, {'ts': '2025-10-06T02:38:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0001'}, {'ts': '2025-10-06T03:22:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0019,TEAM05,持证,8,1085.93,1197.24,True,9,True,True,6,['2025-10-05T20:58:00'],False,,False,1.0,待审
TK001646,2025-07-04 15:45:00,改造,中,480,华东,SITE0006,EQ00077,发电机,Model-F714,短路,短路-3,发电机出现短路问题,一般,8,,2025-07-04 16:42:00,2025-07-04 16:53:00,2025-07-04 18:11:00,2025-07-04 18:35:00,2025-07-05 00:02:00,2025-07-05 00:09:00,,2025-07-05 01:49:00,"[{'ts': '2025-07-04T15:45:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-07-04T16:42:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0002'}, {'ts': '2025-07-04T18:11:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0004'}, {'ts': '2025-07-05T00:02:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0019'}, {'ts': '2025-07-05T01:49:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0012,TEAM04,高,3,3806.06,6394.47,True,10,True,True,9,['2025-07-04T15:45:00'],False,,False,3.0,合规
TK001647,2025-06-01 12:46:00,巡检,中,480,华中,SITE0007,EQ00013,电缆,Model-F134,过热,过热-2,电缆出现过热问题,严重,117,,2025-06-01 12:56:00,2025-06-01 13:14:00,2025-06-01 13:49:00,2025-06-01 14:08:00,2025-06-01 21:33:00,2025-06-01 21:41:00,,2025-06-01 23:02:00,"[{'ts': '2025-06-01T12:46:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-06-01T12:56:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0002'}, {'ts': '2025-06-01T13:49:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0004'}, {'ts': '2025-06-01T21:33:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0011'}, {'ts': '2025-06-01T23:02:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0014,TEAM02,中,3,1287.52,2095.99,True,17,True,True,10,['2025-06-01T12:46:00'],False,,False,4.0,不合规
TK001648,2025-04-13 18:20:00,巡检,高,240,华南,SITE0009,EQ00050,开关柜,Model-B222,漏电,漏电-1,开关柜出现漏电问题,轻微,11,,2025-04-13 19:14:00,2025-04-13 19:44:00,2025-04-13 20:16:00,2025-04-13 20:31:00,2025-04-13 20:59:00,2025-04-13 21:24:00,2025-04-13 22:05:00,2025-04-13 22:11:00,"[{'ts': '2025-04-13T18:20:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-04-13T19:14:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0013'}, {'ts': '2025-04-13T20:16:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0010'}, {'ts': '2025-04-13T20:59:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0011'}, {'ts': '2025-04-13T22:11:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0016,TEAM01,中,1,2181.59,2979.89,False,19,True,True,10,['2025-04-13T18:20:00'],False,,False,5.0,合规
TK001649,2025-12-11 16:24:00,抢修,中,480,华中,SITE0010,EQ00068,开关柜,Model-B122,电气故障,电气故障-2,开关柜出现电气故障问题,轻微,103,2025-10-02 16:24:00,2025-12-11 17:06:00,2025-12-11 17:35:00,2025-12-11 18:13:00,2025-12-11 18:29:00,2025-12-11 21:11:00,,2025-12-11 22:26:00,2025-12-11 22:44:00,"[{'ts': '2025-12-11T16:24:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-12-11T17:06:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0007'}, {'ts': '2025-12-11T18:13:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0003'}, {'ts': '2025-12-11T21:11:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0006'}, {'ts': '2025-12-11T22:44:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0017,TEAM03,高,8,4707.12,6372.87,False,13,True,True,6,['2025-12-11T16:24:00'],False,,False,1.0,待审
TK001650,2025-04-28 07:34:00,抢修,中,480,华东,SITE0007,EQ00088,变压器,Model-A998,短路,短路-3,变压器出现短路问题,轻微,34,,2025-04-28 07:47:00,2025-04-28 07:53:00,2025-04-28 08:54:00,2025-04-28 09:15:00,2025-04-28 10:49:00,,2025-04-28 12:11:00,2025-04-28 12:31:00,"[{'ts': '2025-04-28T07:34:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-04-28T07:47:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0019'}, {'ts': '2025-04-28T08:54:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0006'}, {'ts': '2025-04-28T10:49:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0003'}, {'ts': '2025-04-28T12:31:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0018,TEAM03,高,8,1445.31,1885.11,True,10,True,False,10,['2025-04-28T07:34:00'],False,,False,,不合规
TK001651,2025-04-30 10:51:00,保养,低,1440,华中,SITE0013,EQ00124,电容器,Model-C852,电气故障,电气故障-3,电容器出现电气故障问题,一般,16,2024-07-09 10:51:00,2025-04-30 11:35:00,2025-04-30 11:46:00,2025-04-30 12:02:00,2025-04-30 12:30:00,2025-04-30 13:03:00,,2025-04-30 14:03:00,2025-04-30 14:15:00,"[{'ts': '2025-04-30T10:51:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-04-30T11:35:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0015'}, {'ts': '2025-04-30T12:02:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0001'}, {'ts': '2025-04-30T13:03:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0010'}, {'ts': '2025-04-30T14:15:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0012,TEAM05,中,8,4790.98,7936.31,False,13,True,True,8,['2025-04-30T10:51:00'],False,,True,,待审
TK001652,2025-11-18 11:11:00,抢修,中,480,华南,SITE0028,EQ00140,变压器,Model-E991,漏电,漏电-3,变压器出现漏电问题,轻微,87,,2025-11-18 12:06:00,2025-11-18 12:25:00,2025-11-18 14:22:00,2025-11-18 14:45:00,2025-11-18 21:55:00,,2025-11-18 23:10:00,2025-11-18 23:28:00,"[{'ts': '2025-11-18T11:11:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-11-18T12:06:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0019'}, {'ts': '2025-11-18T14:22:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0008'}, {'ts': '2025-11-18T21:55:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0019'}, {'ts': '2025-11-18T23:28:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0001,TEAM01,持证,5,132.32,156.66,False,13,True,False,0,['2025-11-18T11:11:00'],False,,False,2.0,待审
TK001653,2025-04-03 14:02:00,巡检,高,240,华中,SITE0025,EQ00086,电缆,Model-A452,电气故障,电气故障-3,电缆出现电气故障问题,轻微,67,,2025-04-03 14:47:00,2025-04-03 15:10:00,2025-04-03 15:58:00,2025-04-03 16:09:00,2025-04-03 21:52:00,2025-04-03 22:22:00,2025-04-03 23:19:00,2025-04-03 23:29:00,"[{'ts': '2025-04-03T14:02:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-04-03T14:47:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0009'}, {'ts': '2025-04-03T15:58:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0015'}, {'ts': '2025-04-03T21:52:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0018'}, {'ts': '2025-04-03T23:29:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0012,TEAM05,中,3,4583.21,6219.46,True,13,True,True,10,['2025-04-03T14:02:00'],False,,False,1.0,合规
TK001654,2025-05-15 16:06:00,抢修,紧急,60,华中,SITE0009,EQ00084,发电机,Model-C889,短路,短路-1,发电机出现短路问题,严重,64,,2025-05-15 16:47:00,2025-05-15 16:58:00,2025-05-15 17:20:00,2025-05-15 17:47:00,2025-05-16 00:43:00,2025-05-16 01:00:00,2025-05-16 00:49:00,2025-05-16 00:58:00,"[{'ts': '2025-05-15T16:06:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-05-15T16:47:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0016'}, {'ts': '2025-05-15T17:20:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0018'}, {'ts': '2025-05-16T00:43:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0015'}, {'ts': '2025-05-16T00:58:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0014,TEAM02,初,5,3088.53,4697.57,False,12,True,False,1,['2025-05-15T16:06:00'],False,,False,5.0,合规
TK001655,2025-08-05 10:59:00,改造,高,240,华北,SITE0030,EQ00193,配电箱,Model-E619,电气故障,电气故障-3,配电箱出现电气故障问题,一般,63,2024-09-22 10:59:00,2025-08-05 11:38:00,2025-08-05 12:06:00,2025-08-05 13:09:00,2025-08-05 13:21:00,2025-08-05 16:33:00,,2025-08-05 17:17:00,2025-08-05 17:25:00,"[{'ts': '2025-08-05T10:59:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-08-05T11:38:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0009'}, {'ts': '2025-08-05T13:09:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0016'}, {'ts': '2025-08-05T16:33:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0020'}, {'ts': '2025-08-05T17:25:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0018,TEAM03,中,2,2189.96,3603.01,False,4,False,True,10,['2025-08-05T10:59:00'],False,,False,2.0,合规
TK001656,2025-11-03 16:26:00,巡检,中,480,华中,SITE0024,EQ00108,开关柜,Model-B815,环境损坏,环境损坏-4,开关柜出现环境损坏问题,轻微,111,,2025-11-03 17:24:00,2025-11-03 17:46:00,2025-11-03 19:11:00,2025-11-03 19:17:00,2025-11-04 01:00:00,,,2025-11-04 02:15:00,"[{'ts': '2025-11-03T16:26:00', 'from': '新建', 'to': '已派单', 'actor': '系统'}, {'ts': '2025-11-03T17:24:00', 'from': '已派单', 'to': '已接单', 'actor': 'TECH0006'}, {'ts': '2025-11-03T19:11:00', 'from': '已接单', 'to': '已到场', 'actor': 'TECH0005'}, {'ts': '2025-11-04T01:00:00', 'from': '已到场', 'to': '已修复', 'actor': 'TECH0009'}, {'ts': '2025-11-04T02:15:00', 'from': '已修复', 'to': '已关闭', 'actor': '系统'}]",TECH0004,TEAM01,中,7,3001.83,3325.67,False,7,True,True,4,['2025-11-03T16:26:00'],False,,False,3.0,合规
