ticket_id,material_id,material_category,qty_used,qty_returned,unit_price
TK000488,MAT0002,工具,10.5,0.0,132.81
TK000489,MAT0026,机械零件,10.5,0.0,206.49
TK000489,MAT0029,机械零件,3.7,0.0,242.5
TK000489,MAT0048,绝缘材料,7.0,1.0,106.84
TK000490,MAT0007,线缆,16.5,0.0,192.19
TK000490,MAT0046,线缆,8.1,0.0,423.96
TK000490,MAT0009,工具,6.8,0.0,180.3
TK000491,MAT0025,工具,5.2,0.0,319.13
TK000492,MAT0049,辅材,11.3,1.2,217.59
TK000492,MAT0035,辅材,2.4,0.0,41.37
TK000492,MAT0020,工具,17.7,0.0,250.56
TK000492,MAT0004,电气元件,9.4,0.0,75.09
TK000493,MAT0019,机械零件,17.2,0.0,278.2
TK000493,MAT0045,绝缘材料,2.2,0.0,269.58
TK000493,MAT0035,绝缘材料,1.9,1.8,293.25
TK000493,MAT0004,辅材,5.2,0.6,265.42
TK000494,MAT0014,机械零件,11.5,0.0,402.32
TK000494,MAT0024,工具,19.3,0.0,52.4
TK000494,MAT0039,线缆,10.0,0.0,468.07
TK000495,MAT0034,工具,0.8,0.0,352.7
TK000495,MAT0033,绝缘材料,13.6,0.4,92.81
TK000496,MAT0029,机械零件,9.3,0.0,396.32
TK000498,MAT0005,机械零件,13.7,0.0,105.99
TK000499,MAT0044,线缆,14.7,0.0,67.92
TK000499,MAT0013,辅材,9.9,0.0,386.9
TK000499,MAT0035,绝缘材料,10.0,1.1,318.36
TK000499,MAT0006,工具,4.5,1.5,5.84
TK000500,MAT0004,电气元件,14.3,0.0,19.69
TK000500,MAT0034,线缆,12.1,0.0,366.02
TK000500,MAT0030,机械零件,12.0,0.0,87.78
TK000500,MAT0040,线缆,2.2,0.0,213.6
TK000501,MAT0048,机械零件,9.6,0.0,396.47
TK000501,MAT0024,线缆,2.6,0.0,270.5
TK000502,MAT0020,电气元件,10.5,0.0,415.13
TK000502,MAT0042,机械零件,7.8,1.5,88.25
TK000502,MAT0026,线缆,15.9,0.0,453.19
TK000503,MAT0043,线缆,15.0,0.0,437.65
TK000503,MAT0042,线缆,11.4,1.6,66.18
TK000503,MAT0047,辅材,13.4,0.0,313.62
TK000503,MAT0012,电气元件,7.6,0.0,405.05
TK000504,MAT0020,绝缘材料,5.4,1.2,19.66
TK000504,MAT0023,线缆,5.3,0.0,262.18
TK000504,MAT0026,辅材,4.8,0.0,92.09
TK000505,MAT0023,机械零件,2.9,0.0,261.47
TK000505,MAT0044,电气元件,1.8,0.0,346.47
TK000505,MAT0028,机械零件,8.8,0.0,376.06
TK000505,MAT0008,线缆,1.4,0.0,85.4
TK000505,MAT0018,线缆,5.6,0.0,62.87
TK000506,MAT0036,机械零件,19.2,0.0,285.63
TK000508,MAT0034,工具,17.6,0.1,338.45
TK000508,MAT0024,电气元件,13.8,0.0,33.18
TK000508,MAT0001,辅材,1.6,0.0,107.01
TK000508,MAT0009,绝缘材料,16.0,0.0,72.5
TK000508,MAT0006,机械零件,5.4,0.0,108.65
TK000509,MAT0037,辅材,9.7,0.0,399.62
TK000509,MAT0029,电气元件,13.5,1.3,419.84
TK000510,MAT0005,绝缘材料,11.2,0.0,271.51
TK000511,MAT0020,辅材,13.5,1.6,127.56
TK000511,MAT0046,辅材,1.6,0.0,482.62
TK000511,MAT0031,电气元件,4.5,0.3,371.38
TK000511,MAT0030,电气元件,8.9,1.9,442.86
TK000511,MAT0002,绝缘材料,3.8,0.0,149.2
TK000513,MAT0002,辅材,5.6,0.0,240.51
TK000513,MAT0002,辅材,13.6,0.0,214.56
TK000513,MAT0029,线缆,18.5,0.0,156.38
TK000513,MAT0029,电气元件,10.5,0.0,36.79
TK000513,MAT0033,机械零件,2.3,0.0,411.32
TK000515,MAT0042,机械零件,11.3,0.2,396.7
TK000515,MAT0027,机械零件,16.3,0.0,44.45
TK000516,MAT0017,工具,17.0,0.5,365.57
TK000518,MAT0037,辅材,3.2,0.0,479.64
TK000519,MAT0014,机械零件,1.3,0.0,252.5
TK000519,MAT0017,线缆,4.2,0.0,424.11
TK000519,MAT0043,工具,8.9,0.0,382.04
TK000520,MAT0036,工具,13.5,0.0,463.26
TK000520,MAT0019,辅材,18.9,0.1,58.39
TK000520,MAT0018,绝缘材料,17.9,0.0,467.92
TK000520,MAT0022,工具,10.2,1.1,415.79
TK000521,MAT0038,电气元件,1.4,1.7,141.11
TK000521,MAT0035,绝缘材料,7.7,0.0,481.37
TK000521,MAT0012,工具,17.2,0.0,247.07
TK000521,MAT0043,工具,7.9,0.0,419.72
TK000521,MAT0034,绝缘材料,14.7,0.0,493.35
TK000522,MAT0040,机械零件,2.2,0.0,98.17
TK000522,MAT0037,绝缘材料,16.4,0.0,371.79
TK000522,MAT0016,电气元件,18.3,0.0,227.79
TK000522,MAT0001,工具,7.5,0.0,277.1
TK000522,MAT0023,电气元件,14.0,0.0,345.03
TK000523,MAT0007,绝缘材料,7.7,1.6,221.54
TK000523,MAT0014,工具,14.2,0.0,105.02
TK000523,MAT0004,电气元件,17.9,0.0,410.63
TK000524,MAT0005,线缆,19.4,0.0,332.21
TK000524,MAT0001,工具,9.7,0.0,335.97
TK000524,MAT0030,工具,18.3,0.0,74.13
TK000525,MAT0006,机械零件,4.7,0.0,252.29
TK000526,MAT0020,绝缘材料,18.9,0.0,420.32
TK000527,MAT0014,辅材,5.4,0.0,398.19
TK000527,MAT0039,机械零件,19.1,0.0,291.68
TK000527,MAT0008,辅材,16.4,0.3,484.39
TK000527,MAT0046,线缆,17.3,0.0,368.86
TK000527,MAT0003,辅材,14.8,0.0,482.38
TK000528,MAT0048,电气元件,18.4,1.1,411.54
TK000528,MAT0021,电气元件,18.9,0.0,436.75
TK000528,MAT0007,绝缘材料,5.5,0.9,220.4
TK000531,MAT0024,电气元件,6.9,0.0,160.4
TK000532,MAT0035,绝缘材料,16.2,0.0,45.09
TK000534,MAT0021,线缆,2.1,0.0,449.57
TK000534,MAT0001,机械零件,3.7,0.0,318.91
TK000535,MAT0048,机械零件,11.7,0.0,7.43
TK000535,MAT0021,电气元件,16.6,0.4,132.5
TK000536,MAT0017,工具,2.3,0.0,27.91
TK000536,MAT0022,绝缘材料,11.6,0.0,123.37
TK000537,MAT0005,工具,5.0,0.0,451.58
TK000537,MAT0024,绝缘材料,8.8,0.0,76.51
TK000538,MAT0046,线缆,10.6,0.0,464.74
TK000538,MAT0004,机械零件,5.1,0.0,104.77
TK000538,MAT0010,线缆,1.9,0.0,123.14
TK000541,MAT0040,辅材,19.4,0.0,421.32
TK000541,MAT0004,绝缘材料,3.9,0.7,226.26
TK000541,MAT0005,机械零件,3.3,0.0,105.15
TK000541,MAT0007,辅材,15.0,0.0,66.09
TK000541,MAT0043,绝缘材料,4.2,0.0,351.14
TK000542,MAT0043,辅材,5.3,0.0,392.18
TK000542,MAT0045,机械零件,11.5,0.0,26.53
TK000542,MAT0010,工具,13.5,0.0,194.1
TK000543,MAT0034,电气元件,18.9,1.2,294.29
TK000543,MAT0038,机械零件,17.8,0.0,459.75
TK000544,MAT0029,工具,4.4,1.4,31.09
TK000544,MAT0020,机械零件,1.0,0.0,354.35
TK000546,MAT0029,机械零件,14.2,0.0,433.04
TK000546,MAT0050,工具,9.3,0.0,31.39
TK000546,MAT0017,电气元件,3.6,0.0,68.21
TK000546,MAT0042,工具,19.2,0.0,338.11
TK000547,MAT0005,机械零件,9.4,0.0,218.11
TK000547,MAT0016,电气元件,19.6,0.0,217.9
TK000547,MAT0004,绝缘材料,19.9,0.4,306.02
TK000548,MAT0028,机械零件,9.8,0.5,91.69
TK000548,MAT0042,线缆,15.1,0.0,40.21
TK000549,MAT0038,电气元件,11.0,0.0,450.54
TK000549,MAT0009,辅材,11.4,0.0,340.71
TK000549,MAT0006,辅材,17.2,1.3,283.61
TK000549,MAT0019,辅材,19.3,0.0,281.72
TK000549,MAT0022,工具,7.0,0.0,53.26
TK000550,MAT0035,机械零件,10.7,0.0,110.14
TK000551,MAT0032,绝缘材料,11.7,0.0,135.5
TK000551,MAT0043,绝缘材料,16.4,0.0,241.59
TK000551,MAT0018,绝缘材料,9.0,0.5,22.67
TK000551,MAT0029,线缆,9.3,0.0,279.45
TK000551,MAT0050,工具,1.0,0.0,86.95
TK000552,MAT0013,电气元件,1.8,0.0,250.0
TK000552,MAT0027,工具,6.3,0.0,188.4
TK000553,MAT0047,线缆,4.6,0.0,112.2
TK000553,MAT0049,工具,6.3,0.0,276.69
TK000554,MAT0040,绝缘材料,18.3,0.0,119.24
TK000554,MAT0047,机械零件,7.5,0.0,15.23
TK000554,MAT0032,电气元件,7.9,0.0,202.26
TK000555,MAT0042,电气元件,6.4,0.0,37.84
TK000555,MAT0049,工具,5.7,0.6,61.67
TK000555,MAT0020,电气元件,8.4,0.0,305.38
TK000555,MAT0040,电气元件,9.4,1.8,20.53
TK000555,MAT0028,线缆,18.5,0.0,84.02
TK000556,MAT0040,机械零件,15.2,0.0,236.56
TK000556,MAT0035,电气元件,17.1,0.9,340.66
TK000556,MAT0031,线缆,3.8,0.0,95.97
TK000557,MAT0038,线缆,19.9,0.0,7.5
TK000557,MAT0034,电气元件,15.7,0.0,56.25
TK000557,MAT0036,工具,9.6,0.0,301.33
TK000557,MAT0010,绝缘材料,14.3,0.0,137.47
TK000559,MAT0022,工具,3.9,0.0,402.7
TK000559,MAT0047,机械零件,2.9,0.0,161.4
TK000559,MAT0007,工具,8.1,0.7,51.17
TK000559,MAT0011,电气元件,8.5,0.0,188.18
TK000560,MAT0024,绝缘材料,5.5,0.0,49.56
TK000561,MAT0022,机械零件,0.5,1.2,299.59
TK000561,MAT0045,电气元件,12.2,0.0,103.28
TK000561,MAT0017,工具,3.7,1.9,159.16
TK000561,MAT0048,线缆,8.6,0.0,24.47
TK000561,MAT0033,绝缘材料,0.7,0.0,83.29
TK000562,MAT0016,绝缘材料,4.9,0.0,361.45
TK000563,MAT0042,绝缘材料,4.0,0.0,273.91
TK000563,MAT0045,电气元件,15.1,0.0,74.87
TK000563,MAT0008,辅材,1.3,1.1,368.25
TK000563,MAT0050,工具,3.3,0.0,166.11
TK000563,MAT0022,电气元件,15.0,0.0,112.16
TK000565,MAT0015,机械零件,5.1,0.0,128.86
TK000565,MAT0001,绝缘材料,5.8,0.0,454.04
TK000566,MAT0030,绝缘材料,18.2,1.7,311.16
TK000566,MAT0022,辅材,13.3,0.0,263.27
TK000567,MAT0014,绝缘材料,19.6,0.0,132.11
TK000567,MAT0037,机械零件,4.6,1.6,402.06
TK000567,MAT0034,绝缘材料,19.3,0.0,123.97
TK000567,MAT0049,工具,10.3,0.0,380.75
TK000567,MAT0033,机械零件,6.8,0.0,461.59
TK000568,MAT0009,线缆,17.2,0.0,66.58
TK000568,MAT0009,工具,9.5,0.0,424.37
TK000568,MAT0037,电气元件,13.8,0.0,192.36
TK000568,MAT0034,工具,11.3,0.0,97.46
TK000568,MAT0029,辅材,1.5,1.5,163.1
TK000569,MAT0014,绝缘材料,8.5,0.0,493.93
TK000570,MAT0026,机械零件,2.2,0.0,245.87
TK000571,MAT0006,机械零件,16.1,0.0,326.87
TK000571,MAT0002,绝缘材料,9.4,0.0,376.4
TK000571,MAT0013,绝缘材料,8.3,0.0,137.63
TK000572,MAT0045,工具,17.3,0.0,119.66
TK000573,MAT0037,工具,13.0,0.0,181.01
TK000573,MAT0007,机械零件,7.1,0.6,156.94
TK000573,MAT0005,辅材,5.7,0.0,171.63
TK000573,MAT0013,线缆,9.7,0.0,483.06
TK000573,MAT0012,绝缘材料,1.2,0.0,297.15
TK000574,MAT0029,线缆,1.2,0.0,103.41
TK000574,MAT0010,辅材,0.9,0.0,182.78
TK000574,MAT0049,线缆,6.9,0.0,153.63
TK000574,MAT0040,绝缘材料,11.5,0.0,201.26
TK000575,MAT0013,工具,13.0,0.0,65.33
TK000575,MAT0037,机械零件,13.9,0.0,496.63
TK000575,MAT0022,线缆,19.0,0.0,129.92
TK000575,MAT0021,绝缘材料,4.1,0.0,55.48
TK000575,MAT0025,工具,15.7,1.2,118.09
TK000577,MAT0010,机械零件,14.9,0.0,355.22
TK000578,MAT0032,线缆,15.3,0.0,482.45
TK000578,MAT0045,机械零件,5.7,0.0,180.91
TK000578,MAT0034,工具,8.9,0.0,134.71
TK000578,MAT0042,工具,18.7,0.0,442.86
TK000580,MAT0042,工具,7.8,0.0,260.54
TK000581,MAT0011,辅材,17.1,0.0,172.34
TK000581,MAT0021,绝缘材料,9.7,0.0,189.59
TK000582,MAT0007,辅材,13.9,0.0,283.28
TK000582,MAT0001,绝缘材料,5.3,0.0,169.43
TK000583,MAT0003,机械零件,19.1,0.0,74.15
TK000583,MAT0005,工具,14.6,0.0,329.81
TK000584,MAT0029,辅材,15.2,1.5,46.71
TK000584,MAT0026,工具,17.4,1.2,14.36
TK000585,MAT0039,机械零件,2.8,0.0,188.57
TK000585,MAT0043,电气元件,2.5,0.0,370.32
TK000585,MAT0036,辅材,14.4,0.0,354.58
TK000586,MAT0025,绝缘材料,17.2,0.0,82.07
TK000586,MAT0047,机械零件,17.9,0.0,122.23
TK000586,MAT0019,辅材,12.5,0.0,422.8
TK000586,MAT0020,绝缘材料,14.4,0.0,178.51
TK000586,MAT0004,辅材,6.7,0.3,81.11
TK000587,MAT0013,辅材,12.7,0.8,10.39
TK000587,MAT0048,工具,1.4,0.0,41.58
TK000587,MAT0027,线缆,17.3,0.0,58.53
TK000587,MAT0012,线缆,18.7,0.0,31.11
TK000587,MAT0004,辅材,19.3,1.5,442.93
TK000588,MAT0019,辅材,2.9,0.5,197.3
TK000588,MAT0043,线缆,2.4,0.0,107.34
TK000588,MAT0040,辅材,9.2,0.0,348.64
TK000589,MAT0041,工具,18.8,0.4,427.4
TK000589,MAT0044,辅材,2.7,0.0,155.88
TK000590,MAT0001,线缆,2.5,1.3,138.46
TK000590,MAT0024,辅材,19.0,0.0,368.43
TK000591,MAT0019,机械零件,5.9,0.0,115.25
TK000591,MAT0040,机械零件,10.8,0.0,298.82
TK000592,MAT0032,辅材,11.8,0.0,491.13
TK000592,MAT0009,机械零件,15.0,0.0,466.09
TK000592,MAT0045,线缆,16.5,1.5,99.72
TK000592,MAT0011,电气元件,7.8,0.0,220.32
TK000592,MAT0027,机械零件,3.1,0.0,332.34
TK000593,MAT0019,机械零件,7.8,0.0,136.77
TK000593,MAT0045,电气元件,16.3,0.0,328.23
TK000593,MAT0050,线缆,9.6,0.0,198.4
TK000593,MAT0041,机械零件,3.6,0.1,137.04
TK000596,MAT0013,电气元件,10.4,0.0,346.05
TK000596,MAT0029,工具,4.4,0.0,45.91
TK000596,MAT0046,绝缘材料,10.6,0.8,328.8
TK000596,MAT0021,绝缘材料,9.0,0.0,96.62
TK000597,MAT0035,电气元件,2.6,0.0,180.17
TK000597,MAT0030,辅材,10.7,0.0,195.18
TK000597,MAT0044,线缆,7.1,0.0,127.5
TK000597,MAT0041,线缆,12.8,0.0,252.76
TK000597,MAT0048,电气元件,6.5,0.0,357.99
TK000599,MAT0050,工具,8.7,0.0,137.73
TK000599,MAT0025,工具,9.6,0.0,76.91
TK000599,MAT0008,辅材,5.0,0.0,399.0
TK000601,MAT0015,电气元件,9.9,0.0,182.0
TK000601,MAT0001,辅材,2.2,0.0,147.65
TK000601,MAT0007,工具,10.5,0.0,194.35
TK000601,MAT0020,电气元件,7.7,0.0,304.86
TK000601,MAT0034,电气元件,0.8,0.0,343.12
TK000604,MAT0045,机械零件,16.5,0.0,42.33
TK000605,MAT0003,工具,18.4,0.0,257.76
TK000606,MAT0036,绝缘材料,6.6,0.0,160.25
TK000606,MAT0005,线缆,18.3,0.0,331.94
TK000606,MAT0046,绝缘材料,5.1,0.0,283.89
TK000607,MAT0041,绝缘材料,16.6,0.0,335.18
TK000607,MAT0045,辅材,7.3,0.0,7.12
TK000607,MAT0031,线缆,11.3,0.0,45.06
TK000607,MAT0008,绝缘材料,6.8,0.0,494.25
TK000608,MAT0001,电气元件,12.4,0.0,62.09
TK000608,MAT0049,电气元件,7.3,0.0,187.06
TK000609,MAT0037,线缆,14.7,0.0,44.71
TK000610,MAT0001,线缆,17.9,0.0,263.62
TK000610,MAT0016,工具,16.4,0.0,477.66
TK000611,MAT0014,辅材,3.6,0.0,164.57
TK000612,MAT0038,线缆,7.1,0.0,13.76
TK000612,MAT0004,辅材,16.1,0.0,72.24
TK000612,MAT0012,工具,9.9,0.0,118.83
TK000613,MAT0022,辅材,4.5,0.0,389.28
TK000613,MAT0032,绝缘材料,5.3,0.0,179.09
TK000613,MAT0036,电气元件,15.7,0.0,18.85
TK000614,MAT0011,绝缘材料,14.7,0.0,293.77
TK000614,MAT0026,线缆,15.4,0.0,289.59
TK000614,MAT0030,绝缘材料,5.6,0.0,288.28
TK000614,MAT0049,辅材,6.9,0.0,309.11
TK000615,MAT0013,机械零件,5.1,0.0,332.84
TK000615,MAT0017,机械零件,3.5,0.0,333.59
TK000616,MAT0032,线缆,7.6,0.0,332.54
TK000616,MAT0001,电气元件,8.1,0.0,375.4
TK000617,MAT0024,工具,5.5,0.6,255.93
TK000617,MAT0036,线缆,1.0,1.9,98.03
TK000617,MAT0041,电气元件,6.9,1.9,379.37
TK000619,MAT0016,电气元件,16.3,0.0,236.33
TK000619,MAT0021,工具,10.9,0.0,240.06
TK000620,MAT0044,线缆,10.7,1.9,317.72
TK000620,MAT0004,线缆,13.3,0.0,310.57
TK000621,MAT0020,电气元件,11.2,0.0,80.8
TK000621,MAT0043,辅材,5.4,0.0,162.2
TK000621,MAT0013,工具,1.2,0.0,120.02
TK000621,MAT0019,辅材,16.3,0.0,345.01
TK000621,MAT0033,绝缘材料,14.5,0.0,306.1
TK000622,MAT0050,机械零件,2.3,0.0,291.81
TK000622,MAT0045,机械零件,19.7,0.0,485.05
TK000622,MAT0047,工具,11.6,0.0,229.51
TK000623,MAT0020,绝缘材料,7.5,0.0,163.83
TK000625,MAT0031,线缆,6.8,0.0,405.0
TK000625,MAT0036,机械零件,12.7,0.0,24.6
TK000625,MAT0009,电气元件,4.2,1.4,273.63
TK000625,MAT0037,机械零件,10.6,0.0,327.6
TK000625,MAT0050,电气元件,6.9,0.0,424.9
TK000626,MAT0022,绝缘材料,6.4,0.0,104.8
TK000626,MAT0027,机械零件,13.6,1.8,223.81
TK000626,MAT0032,电气元件,5.1,0.0,153.86
TK000626,MAT0025,绝缘材料,17.5,0.0,214.99
TK000626,MAT0018,绝缘材料,13.4,0.0,124.27
TK000627,MAT0021,辅材,14.3,0.0,496.92
TK000627,MAT0044,工具,7.9,0.0,193.05
TK000627,MAT0048,电气元件,3.5,0.0,221.34
TK000627,MAT0030,机械零件,16.4,0.0,43.37
TK000627,MAT0023,绝缘材料,3.7,0.0,213.26
TK000628,MAT0003,机械零件,5.6,0.0,407.94
TK000629,MAT0034,电气元件,9.1,0.0,353.53
TK000629,MAT0029,电气元件,18.8,0.0,7.87
TK000629,MAT0044,绝缘材料,8.0,0.3,405.2
TK000629,MAT0049,工具,13.0,0.8,444.14
TK000630,MAT0039,电气元件,10.5,0.0,400.01
TK000631,MAT0038,绝缘材料,4.2,0.0,45.69
TK000631,MAT0015,绝缘材料,1.2,0.0,457.27
TK000631,MAT0013,绝缘材料,14.1,0.5,46.34
TK000631,MAT0018,工具,11.2,0.0,133.85
TK000631,MAT0031,线缆,11.1,0.0,422.07
TK000632,MAT0037,辅材,0.6,0.0,224.18
TK000633,MAT0004,线缆,7.2,1.3,172.24
TK000633,MAT0027,绝缘材料,17.1,0.0,326.65
TK000633,MAT0024,工具,7.5,0.0,341.22
TK000634,MAT0014,工具,18.1,0.0,58.65
TK000634,MAT0025,绝缘材料,8.3,0.0,99.73
TK000634,MAT0005,线缆,13.5,0.0,332.68
TK000634,MAT0048,工具,0.9,0.0,464.49
TK000634,MAT0005,辅材,13.9,0.0,270.44
TK000635,MAT0017,绝缘材料,14.9,1.4,271.14
TK000635,MAT0007,辅材,13.2,0.0,238.29
TK000635,MAT0002,线缆,7.5,1.0,314.91
TK000635,MAT0048,工具,3.9,0.0,477.54
TK000636,MAT0021,辅材,5.4,0.0,95.5
TK000636,MAT0049,机械零件,3.0,0.0,331.04
TK000636,MAT0023,机械零件,14.0,0.0,145.12
TK000636,MAT0037,工具,3.1,0.0,355.19
TK000636,MAT0030,线缆,11.0,0.0,442.33
TK000637,MAT0034,绝缘材料,14.1,0.0,129.66
TK000639,MAT0044,工具,18.4,1.6,316.41
TK000639,MAT0030,电气元件,11.4,0.0,194.24
TK000640,MAT0047,线缆,11.2,0.0,55.52
TK000641,MAT0036,线缆,3.4,0.9,292.1
TK000642,MAT0023,辅材,5.6,0.0,492.3
TK000642,MAT0022,工具,19.3,0.2,455.0
TK000642,MAT0047,电气元件,5.5,0.0,195.54
TK000643,MAT0013,工具,4.7,0.0,68.59
TK000643,MAT0004,辅材,17.2,0.0,421.28
TK000643,MAT0017,绝缘材料,7.2,0.0,382.97
TK000643,MAT0037,机械零件,1.9,0.0,162.28
TK000643,MAT0029,线缆,4.2,0.0,58.33
TK000644,MAT0010,电气元件,7.8,0.0,71.23
TK000644,MAT0042,线缆,12.9,0.9,142.55
TK000644,MAT0004,绝缘材料,8.1,0.0,111.52
TK000645,MAT0012,工具,15.3,0.6,320.16
TK000645,MAT0034,机械零件,10.3,0.0,87.07
TK000645,MAT0036,机械零件,7.0,1.8,406.53
TK000645,MAT0020,辅材,13.1,1.2,383.02
TK000646,MAT0004,辅材,15.4,0.0,155.01
TK000646,MAT0049,辅材,18.1,0.0,24.48
TK000646,MAT0048,机械零件,12.0,1.6,364.62
TK000646,MAT0013,辅材,14.5,0.0,414.71
TK000646,MAT0001,线缆,5.3,0.7,406.1
TK000647,MAT0019,机械零件,1.7,0.0,46.47
TK000647,MAT0038,电气元件,11.0,0.0,229.7
TK000647,MAT0010,机械零件,11.3,0.0,383.28
TK000648,MAT0044,工具,13.5,0.0,290.47
TK000648,MAT0009,绝缘材料,1.7,0.0,107.24
TK000648,MAT0004,辅材,3.3,0.0,10.08
TK000648,MAT0003,电气元件,15.0,0.0,380.92
TK000649,MAT0018,电气元件,3.8,0.0,472.5
TK000649,MAT0041,绝缘材料,19.2,0.0,62.61
TK000649,MAT0049,工具,18.2,0.0,442.55
TK000650,MAT0004,电气元件,9.6,0.0,147.06
TK000650,MAT0015,绝缘材料,14.2,0.0,455.45
TK000650,MAT0007,机械零件,14.5,0.0,205.28
TK000650,MAT0019,机械零件,13.7,0.0,284.16
TK000650,MAT0034,电气元件,7.0,0.0,252.84
TK000653,MAT0004,工具,4.8,0.0,259.45
TK000653,MAT0034,线缆,1.7,0.3,281.71
TK000653,MAT0001,线缆,5.0,0.0,301.63
TK000654,MAT0044,机械零件,11.0,0.0,31.97
TK000654,MAT0014,辅材,2.3,1.7,329.98
TK000655,MAT0012,绝缘材料,3.0,0.0,313.62
TK000655,MAT0012,电气元件,5.8,0.0,424.02
TK000655,MAT0029,线缆,1.5,0.0,72.81
TK000655,MAT0044,绝缘材料,8.9,1.8,82.27
TK000656,MAT0001,电气元件,2.8,0.0,78.72
TK000656,MAT0023,辅材,4.6,0.0,475.52
TK000656,MAT0049,电气元件,5.2,0.0,341.89
TK000656,MAT0045,机械零件,2.6,0.0,249.42
TK000658,MAT0039,电气元件,9.7,0.0,35.31
TK000658,MAT0025,绝缘材料,1.6,0.0,153.6
TK000658,MAT0005,电气元件,2.3,0.0,124.84
TK000658,MAT0015,辅材,7.5,0.0,115.85
TK000658,MAT0037,绝缘材料,7.7,1.9,268.57
TK000659,MAT0025,绝缘材料,5.5,0.0,389.65
TK000659,MAT0015,辅材,14.3,0.0,439.07
TK000659,MAT0015,工具,0.7,0.0,90.26
TK000660,MAT0029,线缆,16.7,0.0,236.47
TK000660,MAT0005,线缆,16.9,0.2,36.61
TK000661,MAT0045,机械零件,17.5,0.0,400.41
TK000661,MAT0018,电气元件,19.4,0.2,388.33
TK000661,MAT0038,机械零件,16.3,0.0,497.83
TK000662,MAT0013,机械零件,3.7,1.1,271.64
TK000662,MAT0011,绝缘材料,7.5,0.0,54.88
TK000662,MAT0029,辅材,14.4,0.0,433.19
TK000662,MAT0041,绝缘材料,18.7,0.0,75.33
TK000662,MAT0034,工具,8.5,0.0,316.53
TK000664,MAT0036,绝缘材料,2.6,0.0,38.67
TK000665,MAT0027,线缆,10.5,0.1,190.77
TK000665,MAT0037,辅材,19.2,0.0,65.53
TK000665,MAT0044,辅材,18.8,0.0,67.53
TK000665,MAT0004,辅材,19.7,0.0,153.41
TK000666,MAT0048,辅材,2.5,0.0,43.47
TK000666,MAT0047,工具,19.5,0.0,81.55
TK000667,MAT0026,电气元件,18.4,0.3,408.1
TK000667,MAT0016,机械零件,8.7,0.0,397.08
TK000667,MAT0028,绝缘材料,9.4,0.0,38.23
TK000667,MAT0024,绝缘材料,4.5,0.0,101.55
TK000667,MAT0022,线缆,18.7,0.0,308.33
TK000668,MAT0011,工具,10.5,0.0,169.0
TK000668,MAT0049,工具,1.7,0.0,102.94
TK000668,MAT0024,机械零件,9.9,0.0,198.5
TK000668,MAT0044,绝缘材料,6.1,0.0,466.01
TK000668,MAT0040,线缆,16.6,0.0,297.34
TK000669,MAT0026,电气元件,4.9,0.0,249.09
TK000669,MAT0006,机械零件,8.1,0.0,393.98
TK000669,MAT0030,线缆,12.0,0.2,467.9
TK000669,MAT0025,电气元件,1.8,0.2,416.48
TK000670,MAT0014,电气元件,4.1,0.0,345.64
TK000670,MAT0003,线缆,17.4,0.0,127.96
TK000670,MAT0039,绝缘材料,8.0,0.0,473.38
TK000670,MAT0050,线缆,5.0,1.5,163.12
TK000671,MAT0046,电气元件,13.7,1.8,495.83
TK000671,MAT0023,工具,8.0,0.0,47.92
TK000672,MAT0045,电气元件,17.9,0.0,105.13
TK000672,MAT0002,辅材,11.5,0.0,163.2
TK000672,MAT0009,电气元件,14.6,0.0,51.94
TK000672,MAT0025,辅材,1.1,0.0,286.12
TK000673,MAT0017,电气元件,13.2,0.0,427.67
TK000676,MAT0037,绝缘材料,1.0,0.0,360.84
TK000676,MAT0026,辅材,1.5,0.0,28.99
TK000676,MAT0009,辅材,9.3,0.0,116.16
TK000676,MAT0035,线缆,2.6,0.0,118.25
TK000676,MAT0019,绝缘材料,9.8,0.5,397.5
TK000677,MAT0047,绝缘材料,5.5,0.0,122.72
TK000677,MAT0035,机械零件,13.0,1.4,321.66
TK000678,MAT0016,绝缘材料,16.7,1.2,432.36
TK000678,MAT0044,工具,16.3,0.0,174.46
TK000678,MAT0032,线缆,6.1,0.0,312.75
TK000678,MAT0013,机械零件,4.0,0.0,469.46
TK000679,MAT0032,电气元件,12.2,0.0,18.24
TK000680,MAT0038,绝缘材料,19.8,0.0,430.41
TK000680,MAT0024,机械零件,4.0,0.0,487.19
TK000680,MAT0048,绝缘材料,8.5,1.7,28.07
TK000680,MAT0041,工具,11.4,0.0,411.71
TK000680,MAT0009,线缆,16.7,0.6,88.94
TK000681,MAT0001,绝缘材料,9.1,0.0,213.01
TK000681,MAT0038,绝缘材料,0.8,0.0,58.27
TK000682,MAT0021,电气元件,6.5,0.0,299.36
TK000683,MAT0019,线缆,6.5,0.0,218.65
TK000683,MAT0047,线缆,5.8,0.0,140.88
TK000683,MAT0047,电气元件,7.7,0.0,102.29
TK000683,MAT0004,线缆,19.1,0.0,21.13
TK000685,MAT0017,工具,15.6,0.0,373.66
TK000685,MAT0020,电气元件,7.9,0.0,46.09
TK000685,MAT0025,绝缘材料,16.7,0.0,374.92
TK000686,MAT0032,线缆,0.7,1.3,422.45
TK000686,MAT0019,电气元件,13.6,0.0,179.51
TK000686,MAT0012,辅材,1.1,0.0,430.44
TK000686,MAT0037,工具,11.0,0.0,266.31
